      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 01:06:14  -128150.251334*       0.5913
FIRE:    1 01:11:21  -128150.256284*       0.4438
FIRE:    2 01:15:58  -128150.262614*       0.3048
FIRE:    3 01:21:47  -128150.267956*       0.1722
FIRE:    4 01:28:00  -128150.269950*       0.1932
FIRE:    5 01:31:20  -128150.270088*       0.1361
FIRE:    6 01:34:59  -128150.270252*       0.1050
FIRE:    7 01:38:24  -128150.270401*       0.0642
FIRE:    8 01:42:08  -128150.270502*       0.1288
FIRE:    9 01:45:58  -128150.270643*       0.1387
FIRE:   10 01:50:38  -128150.270887*       0.1317
FIRE:   11 01:55:03  -128150.271161*       0.0921
FIRE:   12 01:59:37  -128150.271430*       0.0718
FIRE:   13 02:03:16  -128150.271642*       0.1213
FIRE:   14 02:06:53  -128150.271912*       0.1283
FIRE:   15 02:11:42  -128150.272271*       0.0699
FIRE:   16 02:16:45  -128150.272582*       0.0961
FIRE:   17 02:20:22  -128150.272950*       0.1011
FIRE:   18 02:25:42  -128150.273405*       0.0465
