material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag90Pd10,0.25,0.001,41,3,0.3546471785334966,0.11986905246389881,0.8974720955936547,0.10252790440634542
Ag90Pd10,0.25,0.01,41,3,0.3991257468340743,0.05865495549811147,0.978859736515667,0.021140263484333174
Ag90Pd10,0.25,0.1,41,3,0.34035168928425136,0.04919715334645585,0.9795335073312605,0.020466492668739462
Ag90Pd10,0.25,1.0,41,3,0.2839820783220144,0.06694323606805085,0.9473564744828729,0.052643525517127115
Ag90Pd10,0.5,0.001,41,3,0.2688594421367002,0.06382834039309843,0.9466463328138076,0.05335366718619225
Ag90Pd10,0.5,0.01,41,3,0.4341922840532549,0.03263041985131741,0.9943838952079709,0.005616104792028889
Ag90Pd10,0.5,0.1,41,3,0.3246449315568701,0.042972255941932956,0.9827806929786734,0.017219307021326475
Ag90Pd10,0.5,1.0,41,3,0.41756711765011756,0.09017794721245488,0.9554393781394809,0.044560621860519185
Ag90Pd10,1.0,0.001,41,3,0.5112313042181716,0.09439700601012979,0.9670298119173993,0.03297018808260048
Ag90Pd10,1.0,0.01,41,3,0.33536341021198035,0.025845017672985016,0.9940959420232697,0.005904057976730498
Ag90Pd10,1.0,0.1,41,3,0.25737673169995307,0.02865243238464579,0.9877584841855078,0.012241515814492347
Ag90Pd10,1.0,1.0,41,3,0.3294990287668457,0.07507846722330251,0.9506439488350167,0.049356051164983296
