parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.09916314304102218,0.0009008916484152521,-0.09917215273007464,-0.10102476061617802,-0.09750091782440341,0.00450445824207626,0.004494780031125859
deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.0688996229549399,0.0030314921496396277,0.06884703510831064,0.06293983590791045,0.07470395402789312,0.015157460748198138,0.01500552843416579
deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,-0.02199593469103583,0.0027226444577517165,-0.02199075324374055,-0.02730422088841733,-0.016854583114308798,0.013613222288758582,0.0133288645308459
beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.07295804598120932,0.015879073181019037,0.07333345312779532,0.04105477919204487,0.10297429817644878,0.05500672305325864,0.06517844103621465
q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.32039173900081536,0.015073977075878129,0.32080645836137056,0.29054423761009557,0.3480131262356686,0.05221778833509891,0.060493566974287406
Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6989379634998077,0.0012866438716817353,0.6989578154975509,0.6963529935930468,0.7013636508718814,0.006443071459668574,0.006397409108551649
Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.8849190037602863,0.10957864215708372,0.8625490642184608,0.7212862883652404,1.104440012693278,0.5487322773695873,0.48919552657207743
