variable,index,mean,sd,median,hdi95_lower,hdi95_upper
sigma_ln_rate_material,"(0,)",0.3698250969388242,0.0068133149182537205,0.3698033831198123,0.35669383427145773,0.38275200113069213
sigma_ln_rate_setup_material,"(0,)",0.20477070421616886,0.05705474459757944,0.1936868463315701,0.11693429812173334,0.3194824112856244
