parameter,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
deltaG1_0,3137.4335191389528,2678.469096649942,1.001539887125353,1.609992096625489e-05,1.156386137376409e-05
deltaG4_0,2256.89835331013,2459.5392081355717,1.0000410357238987,6.387006924252034e-05,4.488661595132026e-05
deltaG5_0,2129.2615823820934,2353.2776377423843,1.0020824807611697,5.903404600106978e-05,4.046918799879022e-05
beta_2,2552.0641904168097,2036.865065361053,1.0006544738532628,0.00031717330293362954,0.00022023188489558065
q,2223.846243519659,2392.201015335773,1.000310644621715,0.00032006324452651795,0.00022070781067588864
Gact2_BF_0,2298.214076803838,2261.8186015601873,1.00173400662397,2.6816044002460017e-05,1.9084408051354745e-05
Gact2_LH_0,3409.8022280298183,2789.0320943796296,1.000492704734812,0.0020411543289359153,0.0017264370685027635
sigma_ln_rate_material,5092.135532888011,2644.3420172073847,1.0041833783883225,9.56365003204297e-05,6.65074658791069e-05
sigma_ln_rate_setup_material,1832.7557046806787,2051.935514211942,1.0008684742702687,0.0013142266282064972,0.0015025152806101014
