n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1476,0.4929524182595864,0.41538896034151107,0.3179751388212544,0.2886751345948129,0.009485094850948509,0.023712737127371274,0.03319783197831978
