model,elpd,se,p,n_samples,n_data_points,reff,good_k,max_pareto_k,n_pareto_k_above_good_k,warning
BF_LH,-633.1054991664039,16.908780041252545,13.425511674219491,4000,1476,0.6772148130944848,0.7,0.2179782408923811,0,False
