has_diagnostic_errors,n_divergent,fraction_divergent,n_max_treedepth,fraction_max_treedepth,min_bfmi,max_rhat,min_ess_bulk,min_ess_tail
True,1,0.00025,0,0.0,0.8979957610729103,1.0022383113504132,1444.1103400852078,1477.9363793131872
