n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1470,0.5054000665290024,0.5052402291438899,0.3007999053707573,0.2886751345948129,0.036734693877551024,0.017687074829931974,0.05442176870748299
