observable,n_points,median_abs_residual,median_abs_standardized_residual,posterior_95_hdi_contains_experimental_mean,median_chain_median_range_over_exp_sd,p95_chain_median_range_over_exp_sd,max_chain_median_range_over_exp_sd
alpha,490,0.03736068019059981,2.907726044437558,0.13673469387755102,0.027268510640467723,0.15601330317654868,0.4308586265303159
delta_OH,162,0.1382168569735318,0.6128922647922421,0.10493827160493827,0.003942866021262981,0.017231948176927463,0.01999573865275199
delta_CO,367,0.17953598888101707,4.73966845614421,0.021798365122615803,0.009459429260617052,0.13507127861683352,0.6817604388797568
