parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.12180741605752272,0.0008740226810335681,-0.12180801508239969,-0.12353429022429266,-0.12010754340505639,0.00437011340516784,0.004370930851620249
deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.11659886683308752,0.003915587450999313,0.11644887386587524,0.10900570763333434,0.1241559923321426,0.019577937254996566,0.019324697823929128
deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.010447393120822067,0.0026487734382275767,0.010365910188719402,0.005200806845818194,0.01549193260264435,0.013243867191137883,0.013126677120091544
beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.006456274937839715,0.005947491432535863,0.004745133417637661,1.9164600743109014e-05,0.018889490697315867,0.02060271467746544,0.019863501154287113
q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.3103761667079986,0.0065624590236964,0.31076895221982526,0.2976352646377261,0.32330218227578755,0.02273302490326203,0.027017808040064685
Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6602037422713828,0.0018385576900195647,0.6602947907255678,0.6566006684430233,0.6638005184511357,0.009206866670911605,0.009192483831745413
Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.9009680541037844,0.11481304581739504,0.8766532491685659,0.7420047411603476,1.12854136744861,0.5749443765948802,0.4935146820459702
