material,electrolyte_concentration_M,CO_mole_fraction,replicate,n_points,mean_residual,mean_abs_residual,rms_residual,lag1_residual_correlation,residual_slope_per_V
Ag25Pd75,0.25,0.001,A,39,0.6358832409879407,0.6358832409879407,0.6472673779446758,0.9770404756082833,-0.37068785537536575
Ag25Pd75,0.25,0.001,B,39,0.6008014966263631,0.6008014966263631,0.6171074752078802,0.9788694323053031,-0.28623149178262475
Ag25Pd75,0.25,0.001,C,39,-0.7671044225217553,0.7671044225217553,0.8540169715242081,0.9845210642662224,0.2853316657276731
Ag25Pd75,0.25,0.01,A,41,-0.3693153720815628,0.3693153720815628,0.3787395281002745,0.9677728682109138,0.0030517363133044937
Ag25Pd75,0.25,0.01,B,41,-0.36905870192218465,0.36905870192218465,0.3811650110692532,0.9740280765481485,0.11424985963642517
Ag25Pd75,0.25,0.01,C,41,-0.9066007818560878,0.9066007818560878,0.9802698736399671,0.9985446421730303,2.5746068705264826
Ag25Pd75,0.25,0.1,A,41,-0.30636657684924373,0.30636657684924373,0.34302017301374677,0.9918794119813319,-0.9188151307929268
Ag25Pd75,0.25,0.1,B,41,-0.36188853199962,0.36188853199962,0.3998698608947813,0.9918698702272973,-0.9841631936693215
Ag25Pd75,0.25,0.1,C,41,-0.36405319978724016,0.36405319978724016,0.4263003945540671,0.9985938939640198,1.4818753133680043
Ag25Pd75,0.25,1.0,A,41,0.06036770309631556,0.2449548894143814,0.26855292891289284,0.9980340966568907,-1.9936867305401542
Ag25Pd75,0.25,1.0,B,41,0.008481923324500703,0.2412204179522063,0.2715505793296859,0.9976530777181798,-2.0557809387596535
Ag25Pd75,0.25,1.0,C,41,0.223850422423781,0.23456717561971768,0.2681798106057382,0.9819031379392209,0.07616178114419458
Ag25Pd75,0.5,0.001,A,41,0.3426652288238964,0.3426652288238964,0.3713999342136113,0.9778430400250235,-0.2828712334707083
Ag25Pd75,0.5,0.001,B,41,0.38610335557833336,0.38610335557833336,0.4175984060156976,0.9804838775894801,-0.6256595595387706
Ag25Pd75,0.5,0.001,C,41,0.34898838237789254,0.36088557938135757,0.3947288932270918,0.9918079534188676,0.8847527423433322
Ag25Pd75,0.5,0.01,A,41,-0.276652644826357,0.2861830757164857,0.3081376863429366,0.980727086925038,0.9764817037088069
Ag25Pd75,0.5,0.01,B,41,-0.2549513379828518,0.26169477787659784,0.2770007344898854,0.9675406330119958,0.635226571334464
Ag25Pd75,0.5,0.01,C,41,-0.13993651415397576,0.18461495533153893,0.24047888331717718,0.993831480086029,1.5792776250939469
Ag25Pd75,0.5,0.1,A,41,-0.059150977809883445,0.07766895849437341,0.09528299619097788,0.9788799978343781,-0.16176902550148142
Ag25Pd75,0.5,0.1,B,41,-0.06705675193824477,0.08850637379921038,0.10762344156778474,0.9816699295812433,-0.3701618410030508
Ag25Pd75,0.5,0.1,C,41,0.19074026869951452,0.1961047153689537,0.2089250201575647,0.9905759008404039,0.40396848053135775
Ag25Pd75,0.5,1.0,A,41,0.370221547418895,0.370221547418895,0.39962721048894606,0.9958110004009643,-1.1248856492389767
Ag25Pd75,0.5,1.0,B,41,0.3780539656485278,0.3780539656485278,0.4019494987672946,0.9960071183993513,-1.0412692052605554
Ag25Pd75,0.5,1.0,C,41,0.6555503085186682,0.6555503085186682,0.6620366572312912,0.9891530178912914,-0.5164945985373351
Ag25Pd75,1.0,0.001,A,41,-0.04606444478440847,0.11304364557929619,0.14121715501195004,0.9651642485034969,-0.597846344364455
Ag25Pd75,1.0,0.001,B,41,0.1353320435421052,0.1616177348120906,0.18337926151714004,0.9664567249248153,-0.5983146984388855
Ag25Pd75,1.0,0.001,C,41,0.21913844505757318,0.23181366146533305,0.26656920256286326,0.9826835682158501,-0.8449164150525418
Ag25Pd75,1.0,0.01,A,41,-0.5289767996615249,0.533771254279183,0.5556148596952927,0.9952385258853644,1.1641296778456827
Ag25Pd75,1.0,0.01,B,41,-0.3830730041149906,0.4010843180596264,0.4175608594268009,0.9956818697817422,1.067538312875253
Ag25Pd75,1.0,0.01,C,41,-0.2191721103449283,0.24674625902774341,0.2604043132827949,0.9936956530192864,0.9716591186587514
Ag25Pd75,1.0,0.1,A,41,-0.2467729669266353,0.2467729669266353,0.25302635639972715,0.9696237212843939,0.22764772877583767
Ag25Pd75,1.0,0.1,B,41,-0.11598328438784933,0.11900493351974492,0.12786919050308473,0.9547110610143781,-0.020586260506688027
Ag25Pd75,1.0,0.1,C,41,0.07155124063287217,0.07390905236441736,0.08438104152996667,0.955262926363321,0.15235135699527352
Ag25Pd75,1.0,1.0,A,41,0.23787249719710252,0.23787249719710252,0.24520189871732967,0.9879471138867616,-0.3939378241832165
Ag25Pd75,1.0,1.0,B,41,0.3403819936892215,0.3403819936892215,0.3570860063431088,0.995253938003971,-0.8425620673263843
Ag25Pd75,1.0,1.0,C,41,0.6092679535663033,0.6092679535663033,0.6124159363274587,0.9901208679873463,-0.43416085996286224
