material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag25Pd75,0.25,0.001,39,3,0.2602260252663898,0.6648230164192496,0.13285584466426245,0.8671441553357377
Ag25Pd75,0.25,0.01,41,3,0.5722794014748356,0.29841150609964284,0.786223128930997,0.21377687106900292
Ag25Pd75,0.25,0.1,41,3,0.3656427455722773,0.1392921617493803,0.8732678237153606,0.12673217628463965
Ag25Pd75,0.25,1.0,41,3,0.22380989094005227,0.15000911275732182,0.6900176662890322,0.30998233371096756
Ag25Pd75,0.5,0.001,41,3,0.3865119597638131,0.08157359431339811,0.957357047880378,0.042642952119622296
Ag25Pd75,0.5,0.01,41,3,0.26577920002420763,0.07657803096116446,0.9233466420454886,0.07665335795451146
Ag25Pd75,0.5,0.1,41,3,0.07470598044597301,0.12592109704451274,0.2603422058720273,0.7396577941279726
Ag25Pd75,0.5,1.0,41,3,0.4842540089339936,0.13668943745403886,0.9262044260455379,0.07379557395446182
Ag25Pd75,1.0,0.001,41,3,0.1689476812687957,0.11401669638103278,0.6870768214469866,0.3129231785530133
Ag25Pd75,1.0,0.01,41,3,0.40912956826927094,0.1274288548160008,0.9115692159437535,0.08843078405624653
Ag25Pd75,1.0,0.1,41,3,0.10904300800395059,0.13143045600731082,0.40770257897244927,0.5922974210275509
Ag25Pd75,1.0,1.0,41,3,0.4030452783375406,0.1584836237154444,0.8660870292814826,0.1339129707185174
