n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1470,0.5059921830021276,0.5063794754446713,0.2916570636338963,0.2886751345948129,0.03877551020408163,0.03877551020408163,0.07755102040816327
