observable,n_points,median_abs_residual,median_abs_standardized_residual,posterior_95_hdi_contains_experimental_mean,median_chain_median_range_over_exp_sd,p95_chain_median_range_over_exp_sd,max_chain_median_range_over_exp_sd
alpha,490,0.03740373492942782,2.897219800500258,0.14285714285714285,0.0439256840914268,0.22138613986120473,2.1881007447839296
delta_OH,162,0.13768899858808115,0.6174479943828799,0.11728395061728394,0.005433790566648876,0.024527866942018764,0.02777066218113294
delta_CO,367,0.1796252481168955,4.73787014187232,0.027247956403269755,0.00706144601453772,0.10746919582679572,0.47472753111145993
