      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 08:37:14  -104457.154147*       0.6411
FIRE:    1 08:43:08  -104457.154541*       0.5976
FIRE:    2 08:48:57  -104457.155799*       0.3370
FIRE:    3 08:53:26  -104457.156315*       0.1467
FIRE:    4 08:57:47  -104457.156346*       0.1480
FIRE:    5 09:01:13  -104457.156394*       0.1136
FIRE:    6 09:04:39  -104457.156450*       0.0755
FIRE:    7 09:07:30  -104457.156498*       0.0726
FIRE:    8 09:10:59  -104457.156555*       0.0759
FIRE:    9 09:14:27  -104457.156621*       0.0899
FIRE:   10 09:17:49  -104457.156684*       0.1043
FIRE:   11 09:20:45  -104457.156762*       0.0889
FIRE:   12 09:24:22  -104457.156868*       0.0801
FIRE:   13 09:28:21  -104457.156994*       0.0373
