      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 19:43:55  -155687.680032*       0.6817
FIRE:    1 19:49:38  -155687.686444*       0.5106
FIRE:    2 19:56:45  -155687.694052*       0.3370
FIRE:    3 20:02:29  -155687.699688*       0.1523
FIRE:    4 20:09:09  -155687.700825*       0.2413
FIRE:    5 20:12:27  -155687.701085*       0.2083
FIRE:    6 20:16:50  -155687.701476*       0.1455
FIRE:    7 20:22:52  -155687.701813*       0.1474
FIRE:    8 20:26:45  -155687.702085*       0.1755
FIRE:    9 20:30:48  -155687.702445*       0.1864
FIRE:   10 20:36:12  -155687.702920*       0.1631
FIRE:   11 20:41:45  -155687.703439*       0.1026
FIRE:   12 20:47:22  -155687.703904*       0.1111
FIRE:   13 20:51:48  -155687.704313*       0.1659
FIRE:   14 20:56:11  -155687.704858*       0.1776
FIRE:   15 21:02:04  -155687.705564*       0.1047
FIRE:   16 21:08:15  -155687.706209*       0.1384
FIRE:   17 21:12:36  -155687.707053*       0.1270
FIRE:   18 21:20:29  -155687.708007*       0.0996
FIRE:   19 21:25:56  -155687.708897*       0.1372
FIRE:   20 21:31:31  -155687.709964*       0.0693
FIRE:   21 21:37:50  -155687.711049*       0.0892
FIRE:   22 21:44:00  -155687.712280*       0.1381
FIRE:   23 21:51:56  -155687.713660*       0.1124
FIRE:   24 21:57:50  -155687.715091*       0.1143
FIRE:   25 22:04:05  -155687.716490*       0.1809
FIRE:   26 22:08:50  -155687.716787*       0.0573
FIRE:   27 22:14:02  -155687.716768*       0.1609
FIRE:   28 22:17:27  -155687.716846*       0.1593
FIRE:   29 22:21:43  -155687.716964*       0.0917
FIRE:   30 22:25:30  -155687.717030*       0.0476
