control_type,n_controls,step_eV,median_abs_sum_error,q999_abs_sum_error,max_abs_sum_error,minimum_X_TS,maximum_X_TS,fraction_nonfinite
transition_state,4,0.0001,7.043173932963498e-09,5.784729138578192e-07,5.80688809925789e-07,-0.002441134122451391,0.9999790050732448,0.0
