has_diagnostic_errors,n_divergent,fraction_divergent,n_max_treedepth,fraction_max_treedepth,min_bfmi,max_rhat,min_ess_bulk,min_ess_tail
True,0,0.0,0,0.0,0.7496079157110483,1.024605623247537,145.49337888055695,163.1196256118721
