      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 01:30:07  -128282.718485*       0.6561
FIRE:    1 01:36:42  -128282.724851*       0.4821
FIRE:    2 01:41:20  -128282.733016*       0.3423
FIRE:    3 01:47:40  -128282.739768*       0.1698
FIRE:    4 01:55:00  -128282.742019*       0.2115
FIRE:    5 01:58:09  -128282.742214*       0.1752
FIRE:    6 02:01:45  -128282.742452*       0.1108
FIRE:    7 02:06:11  -128282.742620*       0.1000
FIRE:    8 02:12:48  -128282.742720*       0.1385
FIRE:    9 02:16:11  -128282.742861*       0.1645
FIRE:   10 02:20:53  -128282.743111*       0.1469
FIRE:   11 02:24:59  -128282.743405*       0.0943
FIRE:   12 02:28:53  -128282.743654*       0.0717
FIRE:   13 02:34:15  -128282.743874*       0.1350
FIRE:   14 02:39:07  -128282.744155*       0.1409
FIRE:   15 02:44:57  -128282.744551*       0.0806
FIRE:   16 02:51:33  -128282.744883*       0.1100
FIRE:   17 02:56:42  -128282.745286*       0.1174
FIRE:   18 03:02:18  -128282.745792*       0.0649
FIRE:   19 03:06:52  -128282.746233*       0.1161
FIRE:   20 03:11:44  -128282.746821*       0.0558
FIRE:   21 03:17:09  -128282.747336*       0.0913
FIRE:   22 03:23:04  -128282.747905*       0.0911
FIRE:   23 03:27:50  -128282.748438*       0.0680
FIRE:   24 03:33:35  -128282.748932*       0.0710
FIRE:   25 03:39:20  -128282.749313*       0.1302
FIRE:   26 03:44:10  -128282.749012*       0.3234
FIRE:   27 03:48:57  -128282.749951*       0.0518
FIRE:   28 03:52:00  -128282.749982*       0.0378
