,Ewe_a_100,Ewe_a_10,Ewe_a_1,Ewe_a_pt1,alpha100_1000mean,alpha100_1000stddev,alpha10_1000mean,alpha10_1000stddev,alpha1_1000mean,alpha1_1000stddev,alphapt1_1000mean,alphapt1_1000stddev,alpha100_500mean,alpha100_500stddev,alpha10_500mean,alpha10_500stddev,alpha1_500mean,alpha1_500stddev,alphapt1_500mean,alphapt1_500stddev,alpha100_250mean,alpha100_250stddev,alpha10_250mean,alpha10_250stddev,alpha1_250mean,alpha1_250stddev,alphapt1_250mean,alphapt1_250stddev
0,0.49456842,0.494564409,0.49470205,0.494597308,,,,,,,,,,,,,,,,,,,,,,,,
1,0.495150557,0.495211067,0.495202968,0.49521842,0.616167485,0.052148926,-0.195951529,1.079048828,1.879878434,0.595871718,-0.409934032,3.065472256,0.279445779,0.461459581,0.79412883,0.719655902,1.056057526,1.547995695,-0.90775314,1.988123652,1.079898103,0.809480058,-0.832997511,0.958513118,-0.390670643,5.483184191,7.981968379,5.354939336
2,0.496089008,0.496211605,0.496218557,0.49620434,,0.011362939,,0.024504902,,0.01065198,0.441405009,0.04167208,0.388821198,0.011836572,,0.022441617,,0.066747499,,0.208437144,,0.020056883,,0.034035426,0.543673874,0.073270227,,0.25874943
3,0.497167395,0.497209929,0.497218053,0.497197863,0.352806378,0.019216261,0.388691477,0.042362766,0.380925638,0.002745638,0.420652847,0.049025281,0.381871082,0.027575174,0.399431411,0.044974989,0.422138139,0.064028972,0.526821963,0.179194601,0.424651178,0.001603589,0.440307496,0.024166496,0.493912721,0.059903752,,0.179063838
4,0.49813005,0.498210434,0.498185929,0.498207248,0.360558662,0.016576025,0.375809871,0.025095311,0.370360748,0.016587721,0.408442813,0.020848366,0.409623734,0.018277345,0.40410667,0.047097564,0.409955005,0.054057714,0.484503703,0.092798713,0.417681855,0.02349501,0.440105215,0.024214824,0.487773307,0.059466877,0.684392067,0.138332554
5,0.499107644,0.499219306,0.49923325,0.499211112,0.363465711,0.001898348,0.374966434,0.013764724,0.371167938,0.014559993,0.416588714,0.012115721,0.371540308,0.026395484,0.39862215,0.021355869,0.419166195,0.066619565,0.494730808,0.135761146,0.411462965,0.010963348,0.410922937,0.007798353,0.529486631,0.079017295,0.662369805,0.132468834
6,0.500098054,0.500230254,0.500213731,0.500168365,0.362856399,0.00527854,0.382669676,0.024990717,0.365829208,0.010665131,0.419645315,0.033526657,0.37820521,0.01623805,0.384978713,0.018858905,0.413722451,0.054938458,0.491075198,0.134249058,0.422176057,0.043400971,0.439996072,0.017343324,0.487579589,0.058283502,0.637794889,0.156897087
7,0.501139409,0.501222341,0.501193277,0.501192397,0.347357673,0.014378128,0.365115443,0.014142469,0.373936432,0.014614865,0.419879146,0.009217802,0.376176801,0.026945437,0.397284792,0.027369273,0.416948477,0.062739823,0.487374577,0.122313193,0.39814794,0.018476047,0.43322155,0.016830004,0.489741055,0.046273123,0.598836654,0.110049165
8,0.502148902,0.50220693,0.502247985,0.502178204,0.356708752,0.009470857,0.37047274,0.005993661,0.356620497,0.014212242,0.384226198,0.033482483,0.375089654,0.027230024,0.37452294,0.027156788,0.408493128,0.062076225,0.509761025,0.150898486,0.410826714,0.018269744,0.425945623,0.025527675,0.46212365,0.06503118,0.651781379,0.141536799
9,0.50312011,0.50319137,0.503184046,0.50317903,0.358652301,0.007827617,0.374949877,0.035844854,0.368201958,0.027350493,0.417622014,0.021490984,0.3621656,0.02458347,0.395172185,0.024648915,0.410318527,0.061991025,0.471386913,0.122618358,0.40123498,0.00596128,0.430160603,0.010933735,0.490960088,0.069316937,0.590063117,0.042615364
