,Ewe_a_100,Ewe_a_10,Ewe_a_1,Ewe_a_pt1,alpha100_1000mean,alpha100_1000stddev,alpha10_1000mean,alpha10_1000stddev,alpha1_1000mean,alpha1_1000stddev,alphapt1_1000mean,alphapt1_1000stddev,alpha100_500mean,alpha100_500stddev,alpha10_500mean,alpha10_500stddev,alpha1_500mean,alpha1_500stddev,alphapt1_500mean,alphapt1_500stddev,alpha100_250mean,alpha100_250stddev,alpha10_250mean,alpha10_250stddev,alpha1_250mean,alpha1_250stddev,alphapt1_250mean,alphapt1_250stddev
0,0.486740358,0.486663244,0.486708755,0.486676458,,,,,,,,,,,,,,,,,,,,,,,,
1,0.487235412,0.487207794,0.487194047,0.487216039,0.502530397,3.213919895,2.324044482,9.924328659,33.04185012,61.55410929,-3.441300626,26.41831966,2.202276544,2.869788074,2.049917207,2.624884523,6.802898978,2.021533029,-37.04250073,35.28931029,-4.475466409,7.215323928,21.28186608,31.54810872,-21.59010543,34.58307847,-23.90979415,20.76052544
2,0.488181934,0.488206252,0.4882182,0.488215748,0.416544693,0.013226783,,0.032963688,,2.384245324,,1.607925387,,0.084782852,,0.099868569,,6.112209306,,6.95181862,,0.075193721,,0.138562757,,5.927153965,,4.251112214
3,0.489194045,0.489236782,0.489247563,0.489204781,0.402539913,0.006703302,0.482832885,0.03102422,,2.282467699,,1.209864078,0.402559539,0.043977415,0.498193852,0.124948129,,7.585345468,,3.286565171,0.445575031,0.036873583,,0.142269153,,3.504407833,,6.344975605
4,0.490196778,0.490231223,0.490189918,0.490201261,0.381411632,0.014282162,0.450581515,0.073302266,,1.766452299,-2.22428434,2.114845775,0.401686518,0.035580678,0.473178828,0.060842006,,9.003175749,,2.388264426,0.460101881,0.022863704,0.634935112,0.047984667,,3.391564182,,10.7849251
5,0.491158212,0.491263925,0.491215071,0.491237021,0.376545661,0.00952448,0.463091373,0.046831614,,0.829134134,,1.157311181,0.399405658,0.031315968,0.485502819,0.085882518,,26.33557202,2.123877833,2.376737724,0.435914418,0.029518818,0.554258189,0.098441809,0.47260687,3.545988618,,24.79796397
6,0.492195862,0.492226503,0.492192607,0.492246053,0.377871289,0.01157419,0.406630694,0.018830662,1.215000406,0.876168686,,1.203903311,0.373321457,0.023777743,0.432854668,0.035472827,,16.63704071,,1.995244231,0.414764028,0.051055133,0.600946674,0.130356382,,2.817549718,,30.56849228
7,0.493216656,0.493230337,0.493205151,0.493196868,0.360110412,0.011436924,0.414132217,0.033727623,1.591076429,0.813952521,-3.151279346,0.919398664,0.399518455,0.060408642,0.474980751,0.152974949,,12.57478336,,1.419838206,0.45269729,0.074302178,0.534429024,0.089943639,,2.623701106,,4.121644789
8,0.494178075,0.494187642,0.494248547,0.494220826,0.379317803,0.012235166,0.440811683,0.036155649,,0.681489121,,0.353997834,0.38278409,0.0482033,0.420316899,0.007070785,,6.705778837,,1.831664869,0.40765229,0.012136848,0.576434722,0.075787744,,2.226436669,,9.00695408
9,0.495209384,0.495223503,0.49520799,0.495192834,0.369172466,0.010790023,0.43790234,0.061384805,,0.344186673,,0.606255195,0.404079468,0.052576264,0.458661484,0.113096154,,3.079333634,,1.175616869,0.426125383,0.007353876,0.448047034,0.049177708,,3.355834129,,4.9413523
10,0.496175043,0.496260348,0.496180273,0.496213603,0.37966421,0.005880812,0.402580835,0.005857274,,0.769177781,,1.176769513,0.37788362,0.012911713,0.452474452,0.042677036,,3.746224123,1.218770623,1.815697033,0.448982943,0.038139953,0.551244166,0.023733583,,3.802957772,0.421824328,2.654751621
11,0.497251021,0.497273848,0.497222481,0.497233363,0.36358156,0.019981346,0.441377199,0.019527494,,0.522188589,,1.981294631,0.38423885,0.051032016,0.431884685,0.095798358,,2.131902706,,1.168811645,0.396355546,0.034071053,0.499845171,0.041971994,,3.811174034,,3.821452657
12,0.498192254,0.498213244,0.498257312,0.498224439,0.376524512,0.021563082,0.409937414,0.026331299,1.149892136,0.512429036,,0.886327016,0.413021953,0.048998228,0.474419756,0.07067785,,2.425347095,0.86952338,1.332878753,0.425190469,0.023148979,0.531458772,0.085248646,,4.438667302,,2.892619645
13,0.499203388,0.499232008,0.499272068,0.499227177,0.374594389,0.008940279,0.411093298,0.028276898,,0.47285821,,4.210530438,0.364297372,0.015354097,0.43084925,0.064683334,,1.226851812,,1.26909742,0.424275154,0.021999668,0.498992441,0.062999545,,5.425994304,0.338415973,3.80305859
14,0.50019767,0.50021675,0.50024423,0.500223684,0.35550251,0.027472861,0.407956213,0.018569988,0.96096078,0.175677085,,8.454047945,0.389909501,0.036830279,0.456802625,0.057706372,,1.37848855,0.374524216,1.159207956,0.428113684,0.040057816,0.444140106,0.067655958,,8.032696198,,2.713124925
15,0.50122152,0.50123124,0.501201766,0.501238017,0.378039118,0.022390206,0.411147651,0.01238016,,0.635847497,,3.076883074,0.393382665,0.037672619,0.430702652,0.100580311,,1.686199475,,1.082145198,0.418164452,0.017379529,0.568858029,0.109524184,,72.15243182,,3.220181014
16,0.502232581,0.502238339,0.502263041,0.502221745,,0.018597778,0.4290931,0.058445538,0.766250408,0.349569699,,23.99524312,0.39588846,0.037225446,0.423654293,0.025230359,,1.039170185,,1.509008409,0.415829132,0.009500696,0.491656902,0.039830082,,64.82719141,,2.623573573
17,0.50326161,0.503275071,0.503208804,0.503227632,,0.315933252,0.400779995,0.041187179,0.96292675,0.395799662,,26.12156547,0.382430463,0.044804512,0.429716187,0.080912847,,1.109493723,,1.072664458,0.387102452,0.023652637,0.467885721,0.067334505,,5.977964755,,2.24917757
18,0.504253457,0.504287502,0.504211904,0.504201712,,0.498588214,0.395088267,0.019121102,,0.06585124,,8.848657574,0.383527391,0.017178549,0.429764466,0.07438972,1.011946462,0.757838735,0.244604815,1.087984209,0.460538682,0.043167449,0.502747074,0.029992364,,7.651576735,,4.245745704
