,Ewe_SHE,Logj1000a,Logj1000b,Logj1000c,Logj500a,Logj500b,Logj500c,Logj250a,Logj250b,Logj250c,OH_Order_overall,OH_Order_overall_std,OH_Order1000x500,OH_Order1000x500_std,OH_Order500x250,OH_Order500x250_std
0,-0.25,3.6566217635132516,3.6868632322310577,3.4670822428037846,3.2797705801751884,3.2461613362034236,3.048821109604356,2.253707340065039,2.138457613812727,1.9268734883566745,1.0675291585043123,0.1373965483787949,0.5678708348440723,0.13729856793943448,1.625771322996904,0.1794504121566505
1,-0.2495995995995996,3.6617557488900507,3.69199234943646,3.4722788543820076,3.2851849864152163,3.2515973835412657,3.055109381539411,2.260408532502118,2.144719729058217,1.9343218265814401,1.0663501052879967,0.13721772646303862,0.5670993098294198,0.13699308950971167,1.6241369597925115,0.17888432723065745
2,-0.2491991991991992,3.666888025199651,3.6971193155195956,3.4774716595606856,3.2905929983523197,3.2570270912089674,3.061398238000744,2.267054649294573,2.1509726917724867,1.9417538754912234,1.0651882638804218,0.13703987462465939,0.5663298447394403,0.1366863802956566,1.6225367368060497,0.17830542247294684
3,-0.2487987987987988,3.6720183373984834,3.7022438302265908,3.4826605486471074,3.295995034722362,3.2624504677669557,3.0676876466555383,2.273654378121545,2.157217174648831,1.9491693849550364,1.0640413217404168,0.1368631296257348,0.5655619525132594,0.1363785013273838,1.6209663019824971,0.177716518069873
4,-0.2483983983983984,3.67714642667168,3.7073655933066685,3.4878454149010762,3.301391526055603,3.267867564952274,3.0739775295226432,2.2802155547924188,2.1634538677708677,1.9565682903396613,1.0629071191315373,0.13668760570790045,0.5647951414313059,0.1360695343528663,1.619421631997221,0.1771201473061444
5,-0.247997997997998,3.682272030343613,3.7124842948786405,3.4930261545661887,3.3067829043148316,3.273278477809441,3.0802677606233817,2.286745106284406,2.1696834678297163,1.963950762254213,1.0617836511009036,0.13651338742536112,0.5640289164426179,0.13575957834895427,1.617899034962742,0.17651851385012055
6,-0.24759759759759759,3.6873948861441113,3.717599631202868,3.4982026672360664,3.312169611178287,3.2786833400049895,3.0865581711695036,2.293249024142816,2.175906658860252,1.9713171568328594,1.06066909491164,0.13634053564812001,0.5632627845039012,0.13544875209784338,1.6163952025449506,0.17591349621779181
7,-0.2471971971971972,3.6925147316731737,3.722711301015866,3.5033748562419347,3.317552076788075,3.2840823205574847,3.0928485525336074,2.2997323271067374,2.1821241035805037,1.97866795744723,1.0595618338658543,0.1361690911150398,0.5624962627303672,0.135137187360972,1.6149072512957559,0.17530664851561809
8,-0.2467967967967968,3.6976313085351755,3.7278190079611666,3.50854262879262,3.322930729111233,3.289475623605205,3.099138659250695,2.30619929968321,2.1883364292469225,1.98600380458424,1.058460398870965,0.13599907442240647,0.5617288759027723,0.13482503046809566,1.6134326017197718,0.17469926035924163
9,-0.2463963963963964,3.7027443633987813,3.7329224641006302,3.5137058963015395,3.328305980375217,3.294863482164623,3.105428216566891,2.3126532941992464,2.194544235927322,1.993325445644089,1.057363526284355,0.1358304878226319,0.5609601643505807,0.13451243685943828,1.611969091938341,0.17409230620405272
10,-0.245995995995996,3.707853649418381,3.738021389106451,3.518864574445162,3.333678226900222,3.300246153570568,3.111716916150735,2.3190970062354523,2.200748058511946,2.000633712209587,1.0562701074950893,0.1356633203908281,0.5601896884037697,0.1341995717036276,1.6105148659677622,0.17348653574190298
11,-0.2455955955955956,3.7129589283283884,3.7431155193107086,3.524018583535411,3.3390478455638415,3.305623918917871,3.1180044257757924,2.3255323833810815,2.2069483987677687,2.0079294938437786,1.0551792118195322,0.13549754893693777,0.5594170311165111,0.1338866077371473,1.6090684191519635,0.17288245128288232
12,-0.2451951951951952,3.7180599720948875,3.7482045996227074,3.5291678484942435,3.3444151908346393,3.310997074784824,3.124290393657526,2.3319608337361633,2.2131456881689884,2.015213722771814,1.054090048185069,0.1353331415694123,0.5586417984737937,0.13357372076967952,1.6076285168065958,0.1722803719365474
13,-0.2447947947947948,3.723156563290585,3.7532883942760757,3.534312299022066,3.3497805906039866,3.3163659309202727,3.130574448827141,2.338383186068834,2.219340306274132,2.0224873270472568,1.05300198401686,0.13517006108212234,0.5578636273858653,0.13326109046142495,1.6061942252751964,0.17168043681073647
14,-0.2443943943943944,3.728248497658449,3.758366683350361,3.539451869854619,3.3551443415557682,3.3217308076444496,3.1368562085227043,2.3447998981920244,2.225532574578839,2.0297512318087216,1.0519144970844336,0.13500826597989482,0.5570821853116421,0.13294889620296868,1.6047648103972416,0.17108266505677913
15,-0.243993993993994,3.7333355843263765,3.7634392653404474,3.5445865007932373,3.3605067129857438,3.3270920286463848,3.1431352790689573,2.351211048930357,2.2317227584167165,2.037006344018827,1.0508271812463656,0.1348477117774445,0.5562971727022843,0.13263731722825658,1.6033397469409774,0.17048695767546404
16,-0.2435935935935936,3.7384176477908957,3.7685059569454884,3.5497161365933336,3.365867936999032,3.3324499186239307,3.1494112607944587,2.357616411552486,2.237911063214948,2.0442534916269874,1.0497397448136017,0.13468835700612455,0.5555083270938163,0.1323265290481897,1.6019187105656931,0.16989313868414124
17,-0.24319319319319319,3.743494526898688,3.773566597256627,3.554840727111035,3.371228216022362,3.3378047989779422,3.155683753071558,2.364015629017386,2.2440976421902543,2.051493472183676,1.0486519566855421,0.13453015950385552,0.5547154208414952,0.13201670352143305,1.6005014663097423,0.16930099182609668
18,-0.24279279279279278,3.7485660775906755,3.778621045222183,3.5599602275331015,3.3765877122615215,3.343156985047005,3.161952354209602,2.370408179186755,2.250282600397608,2.058726993332664,1.0475636678303686,0.13437308087108857,0.5539182674857955,0.13170800629551185,1.5990879069573287,0.16871026934652952
19,-0.24239239239239238,3.7536321725946045,3.783669182971074,3.565074598120307,3.3819465560085824,3.348506779240745,3.168216668481156,2.3767934812126956,2.2564659951193318,2.0659546645067253,1.0464747886730013,0.13421708858832623,0.553116719129807,0.13140059621539907,1.597678008093311,0.16812072744597917
20,-0.241991991991992,3.758692701116713,3.788710911830133,3.5701838042368217,3.3873048391823777,3.3538544719695755,3.1744763069207433,2.383170934519811,2.262647845122703,2.0731770235591482,1.0453852704344901,0.13406215249457742,0.5523106666549299,0.131094623180001,1.5962717883530784,0.1675321280140997
21,-0.2415915915915916,3.763747570576993,3.793746159182463,3.5752878164021302,3.392662617461596,3.35920033679203,3.180730889868514,2.3895400383314023,2.268828136761537,2.0803944888622814,1.0442950888975515,0.1339082501657181,0.5515000437744295,0.13079022890714356,1.5948692705213505,0.16694429433922456
22,-0.2411911911911912,3.7687967052668934,3.7987748729397617,3.5803866101902537,3.3980199111216614,3.3645446257685374,3.1869800515935616,2.395900307168965,2.275006819805394,2.0876074044203463,1.0432042529843146,0.13375536157751938,0.5506848234562652,0.13048754402325258,1.5934705036899737,0.16635706572414607
23,-0.2407907907907908,3.7738400474112828,3.8037970229165734,3.5854801661605284,3.403376706763673,3.3698875708121823,3.1932234420809387,2.402251407373185,2.2811838245340788,2.0948159868102487,1.042112781581513,0.13360347536576977,0.5498650167744399,0.13018668862382793,1.5920755154744364,0.16577036221949154
