,Ewe_a_100,Ewe_a_10,Ewe_a_1,Ewe_a_pt1,alpha100_1000mean,alpha100_1000stddev,alpha10_1000mean,alpha10_1000stddev,alpha1_1000mean,alpha1_1000stddev,alphapt1_1000mean,alphapt1_1000stddev,alpha100_500mean,alpha100_500stddev,alpha10_500mean,alpha10_500stddev,alpha1_500mean,alpha1_500stddev,alphapt1_500mean,alphapt1_500stddev,alpha100_250mean,alpha100_250stddev,alpha10_250mean,alpha10_250stddev,alpha1_250mean,alpha1_250stddev,alphapt1_250mean,alphapt1_250stddev
0,0.494625015,0.49464566,0.494717911,0.494685533,,,,,,,,,,,,,,,,,,,,,,,,
1,0.495185359,0.495190327,0.495191312,0.495189361,0.126341818,0.154833265,0.692799504,0.375062882,1.070040346,0.279962238,-0.16408917,2.363219196,0.153075177,0.391338345,-0.516943942,0.378211218,0.854039149,5.089207387,12.13659634,16.58606373,0.638149586,0.958719897,0.740176088,1.693267054,0.112613956,2.999233082,-12.61943164,29.22451682
2,0.496140148,0.496204378,0.496215243,0.496195503,,0.010068659,,0.010339461,,0.032844096,,0.025690156,,0.012337695,0.400394512,0.009832395,,0.045187714,,0.084150953,,0.013755223,,0.028074849,,0.308391215,,6.261640134
3,0.497139445,0.497231083,0.49717654,0.49719641,0.38864355,0.019355053,0.382500949,0.017393339,0.438914957,0.040743135,0.50347341,0.043363048,0.400459142,0.023980023,0.414814183,0.007049103,0.454542119,0.028660787,0.652532574,0.143522031,0.42738255,0.022285815,0.428910716,0.010707626,0.689047998,0.320627072,,5.518472135
4,0.498173766,0.498160112,0.498199414,0.498206776,0.36661921,0.005580279,0.392661068,0.017682528,0.405989463,0.001299205,0.49912863,0.061089505,0.396193474,0.010255136,0.403706719,0.005583297,0.455681306,0.047624365,0.585375513,0.097649082,0.419680587,0.026181142,0.45494319,0.035126345,0.637335088,0.237550461,,11.75282969
5,0.499117938,0.499210861,0.499187337,0.499198081,0.371678964,0.015627526,0.385443668,0.004344149,0.434009182,0.025145395,0.489250931,0.025891857,0.403961581,0.010946654,0.415063918,0.006379278,0.436544603,0.042076807,0.614528217,0.108256829,0.413677141,0.011780134,0.44897178,0.022967852,0.624496743,0.253646398,,45.69118558
6,0.500125665,0.500195976,0.500211152,0.500213808,0.370381469,0.011253782,0.390972221,0.015312576,0.417589564,0.019940017,0.494245401,0.047034994,0.382028593,0.021274175,0.418052775,0.006027938,0.442438897,0.076227024,0.600060497,0.074889343,0.412582765,0.019009912,0.433229567,0.013456272,0.646737847,0.26822126,,46.69040885
7,0.501123857,0.501217247,0.501218146,0.501197692,0.380327417,0.011628033,0.371038238,0.001916863,0.413384382,0.017707063,0.479577194,0.031539516,0.405372594,0.028944222,0.411270311,0.018328225,0.431164189,0.054726512,0.559141063,0.040790193,0.414580903,0.019001766,0.455250394,0.03300734,0.580400748,0.204904176,,10.45531567
8,0.502141185,0.50223224,0.502197547,0.502213227,0.364972672,0.017364073,0.386648748,0.009991916,0.421070624,0.029654427,0.468600791,0.023469445,0.391849184,0.01524443,0.407690806,0.017127086,0.418759686,0.062683415,0.603068427,0.101784655,0.417688238,0.013526153,0.447323018,0.02237168,0.61779794,0.257645714,,4.850124509
9,0.503140573,0.503180285,0.503174841,0.503153446,0.366729583,0.014271117,0.402469863,0.027314432,0.42653128,0.018688046,0.504687294,0.014899376,0.408309213,0.008267062,0.413699756,0.010000586,0.446153736,0.051238673,0.579669022,0.059768443,0.410641286,0.019161972,0.443335679,0.015534332,0.596146946,0.178665611,,4.413007121
10,0.504116645,0.504183582,0.504226204,0.504156201,0.369344842,0.006522215,0.385783101,0.008694181,0.405938381,0.019601047,0.454678855,0.02502032,0.395662562,0.016404058,0.423428625,0.022000326,0.442530224,0.029701428,0.556683477,0.085143407,0.436347873,0.01817129,0.449589021,0.017402955,0.609184132,0.251577913,,2.582441417
11,0.505161574,0.505239985,0.505230995,0.505192927,0.358784964,0.002890284,0.37314333,0.012483185,0.414322533,0.008998583,0.475256847,0.036046925,0.395678471,0.009752199,0.399522504,0.003801192,0.44061937,0.045175511,0.568996062,0.053983533,0.413675078,0.028155459,0.425827534,0.01406565,0.567321651,0.1810775,1.959949398,2.430450942
12,0.506161698,0.506198715,0.506190332,0.50623388,0.375425613,0.009431504,0.393599187,0.015762358,0.417703733,0.033702461,0.418461103,0.021479542,0.394093837,0.006657756,0.409562883,0.006779663,0.434989267,0.031881118,0.569786538,0.103958354,0.408105207,0.01199617,0.435472498,0.024195288,0.592765808,0.226655986,,2.339315083
13,0.507128163,0.507226233,0.507206798,0.507197674,0.367873616,0.01032516,0.370172279,0.002998037,0.408658344,0.016115757,0.47123751,0.029114723,0.381889159,0.009392544,0.417844998,0.006217126,0.441440782,0.028759555,0.583179069,0.108971562,0.4097025,0.020987532,0.445908015,0.038080754,0.572697048,0.182495915,,1.45922835
14,0.508133799,0.508211294,0.508204175,0.508227112,0.359907481,0.005644439,0.382983705,0.009461676,0.404360885,0.02157067,0.448823602,0.043334835,0.398932915,0.021807227,0.395844585,0.015220046,0.434749638,0.022456935,0.533020044,0.038508249,0.427399577,0.015272367,0.454514763,0.00771073,,0.181025337,1.300515816,1.287719876
15,0.509126727,0.50916679,0.509204607,0.5092046,0.387211992,0.020384996,0.388217415,0.013624861,0.424976099,0.018638062,0.494995125,0.048525129,0.384684179,0.024364187,0.407626651,0.015291701,0.445386001,0.024013661,0.530563648,0.079582526,0.418417904,0.023077339,0.418754535,0.01537877,0.98322525,0.691686753,1.4149624,1.482880473
16,0.51015034,0.510200681,0.510185007,0.510189305,0.366562355,0.007892143,0.379099162,0.009644478,0.41969791,0.012623325,0.469558167,0.032799696,0.398639706,0.01971263,0.418071271,0.01074642,0.430052233,0.025405647,0.547666038,0.071913681,0.407795185,0.026321935,0.450578022,0.028012485,,0.159215365,,1.528527
17,0.511118581,0.511199682,0.511237407,0.511189062,0.363566487,0.019474718,0.372467172,0.015496371,0.394468786,0.013813082,0.452352197,0.027089525,0.408583238,0.018440093,0.399114067,0.019574529,0.458112718,0.013244265,0.559498809,0.073202294,0.406142315,0.022973639,0.437986908,0.019230575,0.569907781,0.183309682,,0.81194123
18,0.512155103,0.512246414,0.51224756,0.512185658,0.375757852,0.007075709,0.382810961,0.019941933,0.412472574,0.023808649,0.459713945,0.037352709,0.386299109,0.016300578,0.401775734,0.013396581,0.440309231,0.016584713,0.516002922,0.075514904,0.417383236,0.031823065,0.422414805,0.036594911,0.536114505,0.127009513,1.074574255,0.976244131
19,0.513101425,0.5132103,0.513220597,0.513207732,0.387315227,0.010941156,0.380371146,0.017464577,0.399954861,0.016185818,0.445556289,0.034685067,0.395006584,0.012337268,0.404688372,0.002842277,0.46410537,0.013390511,0.543918296,0.068181566,0.413484659,0.027508009,0.444606969,0.015763442,0.544147538,0.161810468,1.038769719,0.844647279
20,0.514125837,0.514215493,0.514183002,0.514166117,0.366691826,0.005893223,0.381389581,0.004092598,0.418911122,0.013004478,0.458763259,0.024063469,0.385535569,0.023501005,0.415389469,0.013440531,0.465897941,0.030242469,0.52195371,0.061105695,0.406379817,0.016908479,0.442090129,0.033911533,0.543566328,0.141570698,0.934307002,0.706637993
21,0.515129213,0.515183721,0.515213062,0.51522928,0.36729849,0.010589111,0.379956967,0.007461181,0.398678876,0.008285713,0.445650231,0.017281951,0.397025531,0.019384293,0.40313388,0.012571553,0.42998613,0.037996577,0.504335628,0.035359504,0.405717854,0.027798307,0.429646556,0.019081768,0.536093503,0.156583411,1.034985487,0.885377441
22,0.51609542,0.516226062,0.516190636,0.516244852,0.369345691,0.00725195,0.379407384,0.009798997,0.412556541,0.02830298,0.438969258,0.036189303,0.386729129,0.00672101,0.403593053,0.011272495,0.443522229,0.022691524,0.525944827,0.094811558,0.404892876,0.030144781,0.43075386,0.040892683,0.562940786,0.18253415,0.826764964,0.557758383
23,0.517158117,0.517202755,0.517232964,0.517198758,0.352754085,0.007056271,0.388434222,0.007298952,0.399687071,0.003939726,0.460741985,0.008269865,0.403638512,0.016691858,0.400986664,0.00622319,0.446613428,0.025417367,0.523725779,0.015967098,0.410431656,0.02287372,0.447689731,0.01787854,0.506265828,0.127778883,0.958787646,0.763122347
24,0.518107016,0.518191964,0.518199455,0.518213278,0.367385792,0.013483967,0.379201929,0.015913048,0.40914675,0.023847323,0.441478005,0.030880171,0.387453029,0.00483643,0.417482328,0.009907809,0.454046612,0.028363072,0.494675013,0.072680991,0.430118694,0.010299452,0.426466455,0.015161346,0.542932941,0.15004218,0.795985752,0.502168085
25,0.519159047,0.51922586,0.519213753,0.519186426,0.363393718,0.013506032,0.379035888,0.014612125,0.418611536,0.034584647,0.462536097,0.031144252,0.390403392,0.00652708,0.399619624,0.006870233,0.441276828,0.012073743,0.519883641,0.078817942,0.401617095,0.013373011,0.434468579,0.032636568,0.50510122,0.127088372,0.853762759,0.60780224
26,0.520166376,0.520211843,0.520228076,0.520176559,0.352009359,0.026767479,0.36813716,0.011801767,0.407943823,0.029552825,0.439521494,0.041654875,0.387139429,0.033028458,0.407039148,0.011468738,0.423064223,0.016232987,0.510451316,0.045033591,0.420064985,0.029185612,0.440554442,0.025695333,0.534931073,0.151178323,0.897075538,0.744508787
27,0.521075113,0.52117127,0.521189345,0.521209199,0.374699414,0.024036564,0.386278334,0.008533009,0.391424372,0.01607182,0.440577816,0.025461195,0.408503738,0.01584701,0.40156048,0.0210374,0.420826836,0.036792425,0.503414642,0.02719595,0.408621603,0.034358439,0.427971678,0.013537205,0.510679409,0.084590259,0.728241964,0.34115298
28,0.522090958,0.522155182,0.522197242,0.52218026,0.369648876,0.008754094,0.384609801,0.001986772,0.401042475,0.014641123,0.432615962,0.035229154,0.383567367,0.003393735,0.409459694,0.001078803,0.458431142,0.027095753,0.475831117,0.077483596,0.402177481,0.024315736,0.439211674,0.020776165,0.510728356,0.155624402,0.832602571,0.588236415
29,0.523099417,0.523178424,0.523210325,0.523202037,0.362606851,0.004564721,0.381458131,0.011489529,0.399916382,0.018751651,,0.02334874,0.394396879,0.01766673,0.399500802,0.008709267,0.481797867,0.071612716,0.507189312,0.077276934,0.400586645,0.017780073,0.427902798,0.026464305,0.512643734,0.138389487,0.783840306,0.471300148
30,0.524164881,0.524234382,0.524260665,0.524182716,0.359241011,0.013463355,0.377401304,0.004447102,0.393235295,0.002997918,0.717255038,0.477627978,0.398453174,0.026575967,0.407531859,0.009824829,0.401430209,0.067626011,0.504553711,0.01214582,0.411590666,0.019543015,0.425993934,0.017584563,0.509647738,0.097602122,0.746682422,0.46317434
31,0.525177102,0.525225794,0.525262284,0.525252444,0.386670212,0.029581261,0.372932259,0.003444899,0.39589429,0.002593872,,0.295564519,0.392279876,0.011848796,0.399930751,0.0026957,0.439016259,0.012540205,0.492264974,0.063668182,0.408030774,0.021224128,0.431002355,0.020899411,0.49644015,0.121477333,0.705110664,0.333473998
32,0.526160772,0.526203533,0.526204456,0.526242597,0.363420337,0.006549632,0.38686864,0.009995731,0.404089766,0.026381559,,0.050946569,0.37090323,0.013037361,0.392195249,0.008726174,0.453063587,0.015385633,0.4902676,0.028573469,0.405197548,0.040250181,0.430698297,0.027190899,0.519949306,0.133679503,0.749727597,0.471899841
33,0.527137093,0.527233264,0.527227045,0.527257004,0.365510574,0.00572867,0.380418688,0.012572158,0.394665118,0.010170836,0.424836393,0.022601751,0.391412793,0.01379366,0.417648558,0.019692767,0.341360052,0.11338846,0.483500791,0.057016832,0.396776607,0.025528092,0.437644404,0.0204518,0.494323008,0.11251877,0.629984673,0.282723161
34,0.528147311,0.528220343,0.528202036,0.528256667,0.361648078,0.004223691,0.379466949,0.016680471,0.389483217,0.017251725,0.43503003,0.030935086,0.38552526,0.006986077,0.402469529,0.003732667,0.460522561,0.013795907,0.497154109,0.068994276,0.404108557,0.03425809,0.440340816,0.009452548,0.498192371,0.117734305,0.692202402,0.350880833
35,0.529148993,0.529216742,0.529230035,0.529251035,0.366413002,0.012077028,0.379217554,0.004551113,0.400947757,0.020895806,0.431747562,0.014158468,0.398676093,0.017661434,0.410958342,0.017024037,0.486471014,0.090630839,0.499587642,0.046230346,0.407443563,0.019796203,0.414166048,0.036494427,0.498190213,0.110714466,0.692960507,0.39435361
36,0.530172005,0.530243936,0.530255822,0.530284516,0.352864386,0.006871293,0.382906467,0.029451934,0.387713486,0.0154215,0.423815549,0.025029601,0.392874201,0.016826702,0.407240693,0.012493003,0.427937439,0.017382285,0.481240403,0.044052762,0.420946471,0.018004841,0.421728913,0.015559963,0.510713024,0.128165853,0.728626217,0.392227073
37,0.531167531,0.53122768,0.531237225,0.531224884,0.362386839,0.013094635,0.384677223,0.004099508,0.390002646,0.013289023,0.425672425,0.02833445,0.380995023,0.007939952,0.392526528,0.009564555,0.376981252,0.106734361,0.470956007,0.053151582,0.415442073,0.039036256,0.438746064,0.042680705,0.487796763,0.095706399,0.655022782,0.329289618
38,0.532122633,0.532194526,0.532262104,0.532218247,0.375145732,0.017973643,0.384404045,0.005353896,0.385275309,0.015093171,0.420814218,0.032743772,0.381961149,0.005666053,0.4131129,0.018764513,0.438362932,0.03986251,0.48271528,0.037202629,0.396066522,0.023230955,0.422202491,0.011274394,0.497651333,0.12060489,0.655551705,0.293834695
39,0.533065931,0.533216494,0.533237067,0.533213686,0.380167998,0.011342108,0.371985483,0.017558543,0.395620712,0.017430194,0.434023797,0.023350422,0.386678433,0.035028863,0.416990067,0.017708375,0.470542705,0.058546478,0.48061197,0.011088697,0.39675557,0.023963679,0.423998928,0.027685229,0.463972359,0.078456643,0.636647266,0.283620992
40,0.53414911,0.534208759,0.534213986,0.534205816,0.342399299,0.011380619,0.369041877,0.008647137,0.404003881,0.020373748,0.424989361,0.026619378,0.36808679,0.009265319,0.388719617,0.013305066,0.463545819,0.075004389,,0.053812172,0.40733128,0.034506367,0.42696316,0.026902338,0.512691132,0.103926228,0.65361149,0.291927883
41,0.535099818,0.535147864,0.535194288,0.535221372,0.373169221,0.017667938,0.391363124,0.007944695,0.393183233,0.007229412,0.414639686,0.030040211,0.387608787,0.01223943,0.401245665,0.016048468,0.45729489,0.034649297,,0.422593707,0.393681356,0.017201549,0.426807322,0.007841344,0.472331247,0.113506659,0.591534851,0.237741161
42,0.536087764,0.536214137,0.536198936,0.536204167,0.38221339,0.021610448,0.360107109,0.021712577,0.387020854,0.013277399,0.440321512,0.024217458,0.386564725,0.028657799,0.396119343,0.007586598,0.441777841,0.048454996,,0.400138406,0.404006304,0.040615155,0.417209596,0.039141755,0.482649486,0.07959838,0.649684679,0.281902302
