,Ewe_RHE,Logj100a,Logj100b,Logj100c,Logj10a,Logj10b,Logj10c,Logj1a,Logj1b,Logj1c,Logjpt1a,Logjpt1b,Logjpt1c,CO_Order_overall,CO_Order_overall_std,CO_Order100x10,CO_Order100x10_std,CO_Order10x1,CO_Order10x1_std,CO_Order1xp1,CO_Order1xp1_std
0,0.5,2.9217429598718656,3.1139296584246474,2.6259807066146177,2.144154225111578,2.263929566810349,1.41217585040156,-0.38902009507394114,1.2490884677994585,-1.949576965059119,0.11361627387948152,-1.3095284907061668,-0.7877155398722939,0.5623478237233,0.10465345838299829,0.4113338657541912,0.13101529127411915,1.0002914051806493,0.4173876615530442,0.1294370064159434,0.4398114936596975
1,0.5004904904904904,2.9480056498880263,3.1273077299241145,2.6400975302202365,2.148698765800323,2.278841061268243,1.4410326897512435,-0.06136143244683419,1.2518270325510774,-1.4167835876748223,-0.04097238244834474,-1.1533646743110841,-1.0038829540990302,0.5622055457758687,0.08530578914892274,0.4121220683475127,0.12883181427937784,0.8823257712870912,0.35316041967884093,0.28546205585592793,0.36723036156919237
2,0.500980980980981,2.9730045416704374,3.1402178728862333,2.653613681792238,2.1538811415242467,2.2933473956828245,1.4678225488923995,0.17163961075019427,1.255210207282481,-1.0878111742112173,-0.21080315369918787,-1.0224063038555011,-1.251153389433328,0.5693544094121996,0.07404775829684962,0.41283816450857985,0.12696349749609262,0.8072104782350722,0.3142048662341323,0.40872922921865656,0.324406386043449
3,0.5014714714714714,2.996836468579687,3.1526951518462045,2.6665776332037923,2.159644583309831,2.3074706249972445,1.4927592939577818,0.3498799058011792,1.2592011915244223,-0.853230423082072,-0.4005139278707445,-0.9101346123988409,-1.5438262213387963,0.5821829849140423,0.06828265128089667,0.4134823305126836,0.12537069292831968,0.7533596107342334,0.28711376610877587,0.5226481382218126,0.30202030757570836
4,0.501961961961962,3.019588658510405,3.164771946069509,2.6790339112946233,2.16593497634915,2.3212315214446946,1.5160296552467831,0.492417495455669,1.263763840934335,-0.6732460976654601,-0.6172502636417413,-0.8122579157041612,-1.9094898939935305,0.6011712489050003,0.06796996695117231,0.414056122042494,0.12401881806757749,0.7122807215372415,0.26694489483091943,0.6401404122578517,0.3004974634204967
5,0.5024524524524524,3.041339966109809,3.1764782224447,2.691023444848384,2.1727009759897493,2.334649697477899,1.53779786192108,0.6098567418392196,1.268862786161059,-0.5288370390503784,-0.8728722875739904,-0.7257996205130736,-2.4133525592621345,0.6291170227312781,0.0745904363213061,0.41456203677732656,0.12287765069016669,0.6797093783453603,0.2513023035174598,0.7762155345331196,0.32700804261653876
6,0.502942942942943,3.062161926307134,3.187841756487318,2.702583941854796,2.1798940464886734,2.347743694624438,1.5582089011582798,0.70871248841569,1.2744635752740177,-0.4094148213461169,-1.18929060708718,-0.6486098329450395,-3.2909706513249923,0.6768691081198347,0.09428441235386699,0.4150032632308702,0.12192077974495417,0.6531912636882904,0.23883477715005952,0.9703054122508579,0.4106985400261223
7,0.5034334334334334,3.0821196548586487,3.19888826899622,2.713750173702622,2.187468528320268,2.3605310479806265,1.5773917142369778,0.7932773336536383,1.2805327648581573,-0.3084724289580715,-1.6144640403151727,-0.5790846120726559,-4.69549443034613,0.7529429613714171,0.13211811821797528,0.4153833902816578,0.1211250660640467,0.6311824094652362,0.22870230089445684,1.2528499350027513,0.5743880566353351
8,0.5039239239239239,3.1012725786925763,3.2096416636265337,2.7245542430676344,2.195381682837611,2.373028368286104,1.595461224450627,0.866531418743839,1.2870380241883794,-0.22172144993181092,-2.293017288202772,-0.5159951906790665,-2.997126861739696,0.7058276501043497,0.093779714957704,0.415706274156767,0.12047025604135911,0.6126481196359823,0.22034587802975214,1.1201884000097553,0.3753719794394202
9,0.5044144144144144,3.1196751177158504,3.2201241155965823,2.73502584987195,2.2035935572520753,2.385251370979872,1.6125205308480626,0.9306297301419542,1.2939481955229652,-0.14618408818470216,-4.617199899129328,-0.45837905540621854,-2.458899435877151,0.7810190121607891,0.13416888752934397,0.41597588624010723,0.11993856465256843,0.5968612747681641,0.21337444584309026,1.3916057879383035,0.5542965916113981
10,0.5049049049049049,3.137377213082771,3.2303562809198323,2.7451924792031273,2.212067042242389,2.3972149842920194,1.6286623042414947,0.9871823120498061,1.3012333499596036,-0.07970666751930422,-2.5946124928689804,-0.40546801756411993,-2.151753781158621,0.6778398226287142,0.08640426175814918,0.4161962209601407,0.11951438873141351,0.5832915576128385,0.20750384396788085,1.0655477776517885,0.3422986737525755
11,0.5053953953953954,3.154424845611516,3.2403573273872563,2.755079577334623,2.220767718012978,2.4089333638832513,1.6439701910038618,1.0374243716183242,1.3088648124774558,-0.020680311880929367,-1.8765664644480817,-0.3566389726504007,-1.9483148967128454,0.6361286246897029,0.07259016475249498,0.4163712177506545,0.11918400765528661,0.5715405716091018,0.2025214409909256,0.9420034357362189,0.28606561629621896
12,0.5058858858858859,3.1708603883313295,3.2501451377967663,2.7647107425698634,2.229663853479515,2.4204199528838886,1.6585199988275765,1.0823256319580368,1.3168152183108075,0.03212973641205306,-1.4879635873963453,-0.3113794291275159,-1.8045684755995222,0.6115766235887721,0.06612709943919072,0.416504688905384,0.11893533607616862,0.5613014737663683,0.19826435781184937,0.8736820913686983,0.26143012861598336
13,0.5063763763763763,3.1867230417175008,3.2597363379337168,2.7741078550185714,2.238726231150499,2.4316875131089764,1.6723805223305692,1.122661381797771,1.325058497094353,0.0796922557831608,-1.2268986280062284,-0.2692625756849181,-1.7000554491906117,0.5944873860763127,0.062385327868764925,0.4166003067357919,0.1187577218114963,0.5523331354142818,0.1946054703592839,0.8285801329662078,0.24796230338201775
14,0.5068668668668669,3.202049104210475,3.2691464098297773,2.7832912398202896,2.2479280217607043,2.442748213355182,1.685614425113404,1.1590622793400294,1.3335699009222381,0.12278201552658227,-1.0340117401111804,-0.22992917995252926,-1.623628876182116,0.5817670790543862,0.060071508172655205,0.41666156043318264,0.11864175366940663,0.5444426318754317,0.19144402843247918,0.7966385272475293,0.24021656586435938
