,Ewe_a_100,Ewe_a_10,Ewe_a_1,Ewe_a_pt1,alpha100_1000mean,alpha100_1000stddev,alpha10_1000mean,alpha10_1000stddev,alpha1_1000mean,alpha1_1000stddev,alphapt1_1000mean,alphapt1_1000stddev,alpha100_500mean,alpha100_500stddev,alpha10_500mean,alpha10_500stddev,alpha1_500mean,alpha1_500stddev,alphapt1_500mean,alphapt1_500stddev,alpha100_250mean,alpha100_250stddev,alpha10_250mean,alpha10_250stddev,alpha1_250mean,alpha1_250stddev,alphapt1_250mean,alphapt1_250stddev
0,0.486341834,0.486100253,0.486192205,0.486110855,,,,,,,,,,,,,,,,,,,,,,,,
1,0.486714518,0.486714194,0.486708052,0.486738181,0.782631636,0.325217045,-1.059149476,0.833071205,3.243603056,1.141583851,-0.707607257,5.126093999,2.917671418,2.255899814,1.614173204,4.546243852,-15.20495043,13.13939933,-86.19171373,124.9954459,4.429469176,4.501281091,15.17430279,22.09958683,-15.74075031,23.52170505,38.04694714,144.0333409
2,0.487789988,0.487709362,0.487698896,0.487762237,,0.020392515,,0.048733249,,0.102869024,1.093262555,0.755195526,,0.026309782,,0.01508391,,0.197471603,,28.94613168,,0.002666692,,0.037464079,,0.951666822,,2.814872001
3,0.488720925,0.48875536,0.488704611,0.488697043,0.363247912,0.029987929,0.377339868,0.004639669,0.49088709,0.071091008,,0.549429594,0.403746736,0.024366395,0.458020188,0.012868972,,0.106233049,,3.431274784,0.433695388,0.002566001,0.518443413,0.05525992,,1.062408476,,2.461481586
4,0.489748556,0.48974417,0.489707227,0.489667043,0.381845322,0.006270853,0.391146871,0.020879382,0.481026875,0.088309447,,0.333695714,0.394311983,0.019041539,0.459733976,0.006125868,0.683263984,0.110010374,,2.161575644,,0.005919957,0.479723884,0.029964105,,0.674341723,,2.408921189
5,0.490749658,0.49073387,0.490700158,0.490759136,0.360664312,0.005549841,0.383074859,0.00369603,0.434927785,0.04402327,0.698477107,0.394526265,0.387252068,0.007556371,0.442366887,0.017419562,0.634290521,0.14353413,,2.112250705,0.748223836,0.582484728,0.477128677,0.040405067,,0.44752896,,1.617808973
6,0.491788075,0.491767111,0.491730369,0.491749366,0.356367097,0.010118111,0.394783786,0.032563719,0.458736725,0.065373193,0.711566545,0.217894454,0.378494087,0.013657099,0.417953348,0.009543163,0.64027178,0.070562213,,2.64974778,,0.21808694,0.475339626,0.052187304,0.860596653,0.462418172,,2.316226755
7,0.492742633,0.492701621,0.492717969,0.492702289,0.358253882,0.0176812,0.376765217,0.019128144,0.443907226,0.07132176,0.621241401,0.193154318,0.392473568,0.008495729,0.449967404,0.007092612,0.623207122,0.10101907,,1.420286635,0.417906273,0.004873152,0.47183277,0.004376479,0.791760518,0.421597907,-0.226803406,2.619750805
8,0.49376721,0.493729614,0.49373446,0.493689244,0.361316446,0.013104444,0.375950681,0.023264648,0.437744322,0.048154566,0.617430334,0.316532022,0.393956743,0.003008049,0.414709505,0.014037807,0.626123145,0.115758637,,0.852975913,0.405099442,0.004467629,0.470383462,0.023539249,0.784025214,0.345603013,,1.734531971
9,0.49472917,0.494650406,0.494712787,0.494713275,0.366763353,0.010499305,0.393561235,0.015407944,0.444174308,0.049043093,0.64178492,0.252996861,0.381025363,0.013336867,0.443487514,0.010946229,0.533072847,0.038069693,2.037003173,1.451012264,0.409390688,0.004907223,0.449064178,0.016724958,0.82125918,0.425031192,-0.883205463,3.322532921
10,0.495709238,0.495748368,0.495684679,0.495722648,0.366246861,0.004591258,0.359094715,0.019990517,0.44938441,0.067478013,0.601188037,0.210805227,0.381434488,0.010380677,0.418020786,0.036629402,0.652581094,0.146927713,,0.387138469,0.411410451,0.00593194,0.474008657,0.031936655,0.780413481,0.340880717,,2.211296481
11,0.49674966,0.496735938,0.496746557,0.496733951,0.356046001,0.010213743,0.385113945,0.02191025,0.433490376,0.036817108,0.606930233,0.219442783,0.396338031,0.020818734,0.418386437,0.02420385,0.586104414,0.041783407,,0.723940051,0.402931003,0.006013583,0.433212978,0.032251959,0.761250634,0.349734134,,3.853237406
12,0.497757146,0.497722529,0.497744109,0.497747434,0.347777518,0.009435168,0.386322331,0.011914738,0.436726257,0.067215412,0.55955564,0.155134987,0.380321963,0.017739187,0.440501753,0.016278177,0.570774756,0.059621169,,0.608155697,0.41992919,0.005816781,0.49070667,0.052930238,0.697845752,0.278167578,,4.367790344
13,0.498732877,0.498724853,0.498699949,0.498736533,0.360103731,0.011385222,0.368533064,0.024965395,0.445737452,0.064813082,0.585399871,0.152255674,0.373805548,0.015320413,0.425783866,0.022698335,0.56424197,0.044571289,1.473473962,0.460472189,0.402486811,0.010567533,0.446875349,0.026348891,0.722957012,0.322097897,,4.095899163
14,0.499771132,0.499704039,0.499733437,0.499762795,0.348187868,0.015533823,0.375119369,0.012118328,0.406408926,0.024674661,0.621724573,0.299583141,0.392723826,0.022837887,0.413255621,0.012395251,0.55680675,0.015971744,1.197643146,0.421213467,0.405385582,0.003989248,0.478956374,0.014200162,0.767463867,0.424076697,,4.817690606
15,0.50075113,0.500696815,0.500724278,0.500705226,0.358898593,0.000565685,0.386657387,0.011639882,0.441185849,0.056713599,0.541516793,0.156530691,0.387197959,0.013064001,0.434930624,0.015100821,0.526262317,0.103672458,1.388072322,0.774206048,0.409057383,0.021912861,0.46225933,0.057350557,0.656518063,0.207251337,,11.27326547
16,0.50172681,0.501722739,0.50171743,0.501744232,0.357104141,0.01346652,0.364738489,0.012989247,0.425788226,0.033653201,0.599248943,0.235758192,0.388109433,0.007206826,0.424685582,0.02998119,0.568430255,0.00583262,,0.416643878,0.405334562,0.018686346,0.470338509,0.022549528,0.709658711,0.338538094,,101.1992875
17,0.502730097,0.502749482,0.502748556,0.502775744,0.356563102,0.003459028,0.372346257,0.00308902,0.428055899,0.061431423,0.537264212,0.150604895,0.372743707,0.01516097,0.427902925,0.009403764,0.550717189,0.099694529,,0.263742284,0.402747378,0.003618573,0.428688251,0.021239042,0.631010195,0.130755874,,89.33231952
18,0.503754501,0.503731822,0.503737536,0.503746783,0.349752532,0.000503918,0.374906446,0.019870236,0.421996902,0.044463962,0.555983472,0.133687227,0.382693606,0.020875267,0.412938737,0.000656274,0.55385925,0.074756284,1.365042337,0.772193189,0.408136983,0.010490193,0.459895897,0.01309657,0.670732207,0.316340911,,12.86002936
19,0.504754632,0.504718204,0.504743239,0.504762371,0.367766949,0.009223186,0.376725258,0.004292399,0.43282006,0.06957482,0.522525143,0.160781637,,0.002724443,0.425083633,0.012757696,0.54171376,0.046124731,,0.169980935,0.403996833,0.006782216,0.471239903,0.016347928,0.671085805,0.273924217,,8.004314117
20,0.505719692,0.505737707,0.50576086,0.505712222,0.355695394,0.013752509,0.373346426,0.010070601,0.377216294,0.033754838,0.517950839,0.131972579,,5.497965188,0.421036074,0.026298459,0.554618573,0.065811402,0.916020458,0.159013454,0.429800397,0.036596942,0.441321986,0.01988058,0.690283874,0.229569802,,1.173685149
21,0.506734629,0.506729548,0.506748522,0.506701172,0.353943925,0.013330875,0.374908186,0.018932575,0.413716682,0.026320751,0.491026273,0.143170654,,4.803959458,0.41357717,0.013293261,0.48053522,0.052484242,1.110592026,0.248704859,0.395839169,0.020426371,0.441906275,0.028672832,0.563190878,0.116877737,,3.887081782
22,0.507708014,0.507702245,0.507747898,0.507730538,0.364430322,0.007093428,0.372432066,0.019967356,0.4327056,0.059015259,0.544666388,0.139305996,,0.693466627,0.42490491,0.005397331,0.544834724,0.036930939,,0.239477316,0.42041439,0.012705782,0.473410817,0.016168441,0.696603577,0.307991908,,0.278188086
23,0.508731561,0.508705727,0.508731402,0.508760936,0.350926048,0.00732958,0.380123781,0.022740216,0.403011073,0.046899445,0.477245488,0.112028885,,0.05622783,0.423461273,0.015253986,0.542884269,0.054952282,0.873036576,0.06030968,0.410067142,0.006299311,0.45603224,0.017876782,0.626174177,0.129088111,,2.316040569
24,0.509735753,0.509709171,0.509750985,0.509744838,0.351237852,0.010308176,0.37033885,0.007346425,0.41782314,0.052407009,0.587598214,0.193052757,0.389752809,0.018245399,0.416162589,0.007173656,0.499934275,0.037502144,0.914816392,0.430913044,0.40949297,0.011116529,0.452317611,0.018984174,0.600547264,0.187494825,,2.664356715
