variable,minimum,maximum,q025,q50,q975,fraction_below_zero,fraction_above_one
theta_CO,0.03593600320787642,0.993902137204575,0.10731668944273227,0.9156902121984417,0.9932192626033169,0.0,0.0
theta_OH_Pd,3.974730595730799e-12,0.7130602819939332,2.237159619968349e-09,3.339974328181587e-05,0.18308608753265126,0.0,0.0
theta_empty_Pd,0.006036697844433636,0.893875395442446,0.006728420148674323,0.07049975784050436,0.8810989508558692,0.0,0.0
theta_OH_Ag,0.0011530494849463164,0.7758865715361553,0.006371758696078868,0.09141737978986307,0.5996210309112922,0.0,0.0
theta_empty_Ag,0.22411342846384483,0.9988469505150537,0.40037896908870724,0.9085826202101368,0.993628241303921,0.0,0.0
