      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 04:14:29  -104208.281670*       0.6840
FIRE:    1 04:20:22  -104208.288362*       0.5172
FIRE:    2 04:28:12  -104208.297160*       0.4118
FIRE:    3 04:35:04  -104208.304895*       0.2313
FIRE:    4 04:42:21  -104208.308489*       0.2535
FIRE:    5 04:48:10  -104208.310022*       0.2211
FIRE:    6 04:53:27  -104208.310920*       0.2737
FIRE:    7 04:59:40  -104208.312900*       0.2567
FIRE:    8 05:04:49  -104208.315672*       0.2193
FIRE:    9 05:11:39  -104208.319238*       0.1414
FIRE:   10 05:18:13  -104208.322521*       0.0821
FIRE:   11 05:24:46  -104208.324968*       0.1045
FIRE:   12 05:31:23  -104208.326542*       0.2352
FIRE:   13 05:38:27  -104208.326289*       0.5359
FIRE:   14 05:44:22  -104208.328853*       0.1896
FIRE:   15 05:49:03  -104208.328283*       0.4003
FIRE:   16 05:51:42  -104208.328766*       0.3230
FIRE:   17 05:54:23  -104208.329381*       0.1984
FIRE:   18 05:57:30  -104208.329740*       0.0791
FIRE:   19 06:01:00  -104208.329734*       0.1987
FIRE:   20 06:04:37  -104208.329782*       0.1584
FIRE:   21 06:07:37  -104208.329825*       0.1481
FIRE:   22 06:09:47  -104208.329884*       0.1464
FIRE:   23 06:12:46  -104208.329949*       0.1113
FIRE:   24 06:15:07  -104208.330008*       0.1116
FIRE:   25 06:20:10  -104208.330082*       0.0842
FIRE:   26 06:23:11  -104208.330124*       0.0635
FIRE:   27 06:27:00  -104208.330191*       0.0819
FIRE:   28 06:30:00  -104208.330259*       0.0973
FIRE:   29 06:34:21  -104208.330315*       0.1085
FIRE:   30 06:37:09  -104208.330425*       0.1141
FIRE:   31 06:40:28  -104208.330534*       0.0983
FIRE:   32 06:44:01  -104208.330700*       0.0844
FIRE:   33 06:48:22  -104208.330856*       0.0650
FIRE:   34 06:51:59  -104208.331004*       0.0777
FIRE:   35 06:55:27  -104208.331169*       0.0780
FIRE:   36 06:59:01  -104208.331350*       0.0589
FIRE:   37 07:02:11  -104208.331520*       0.0465
