      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 19:07:39  -156027.247135*       0.7951
FIRE:    1 19:13:59  -156027.256704*       0.5882
FIRE:    2 19:20:03  -156027.268413*       0.3933
FIRE:    3 19:28:05  -156027.276703*       0.1642
FIRE:    4 19:33:35  -156027.278631*       0.2481
FIRE:    5 19:36:22  -156027.278916*       0.1883
FIRE:    6 19:40:33  -156027.279320*       0.1875
FIRE:    7 19:44:26  -156027.279731*       0.1558
FIRE:    8 19:48:52  -156027.280086*       0.1904
FIRE:    9 19:54:24  -156027.280548*       0.1980
FIRE:   10 19:58:11  -156027.281114*       0.1775
FIRE:   11 20:03:13  -156027.281789*       0.1221
FIRE:   12 20:08:43  -156027.282414*       0.1229
FIRE:   13 20:13:13  -156027.282977*       0.1857
FIRE:   14 20:19:47  -156027.283710*       0.1746
FIRE:   15 20:26:18  -156027.284613*       0.1222
FIRE:   16 20:31:49  -156027.285504*       0.1460
FIRE:   17 20:37:45  -156027.286641*       0.1366
FIRE:   18 20:42:03  -156027.287978*       0.1052
FIRE:   19 20:47:46  -156027.289272*       0.1348
FIRE:   20 20:53:04  -156027.290586*       0.0948
FIRE:   21 20:58:19  -156027.291873*       0.0835
FIRE:   22 21:04:03  -156027.293130*       0.1554
FIRE:   23 21:09:53  -156027.294548*       0.1295
FIRE:   24 21:15:03  -156027.295967*       0.1372
FIRE:   25 21:21:56  -156027.296909*       0.2136
FIRE:   26 21:27:19  -156027.297341*       0.0368
