material,variable,mean,sd,median,hdi95_lower,hdi95_upper
Ag10Pd90,sigma_ln_rate_material,1.3320881928408381,0.027917707441341685,1.3318114775089693,1.2775933096533558,1.3873834703961756
Ag25Pd75,sigma_ln_rate_material,0.454698764915171,0.009154576588840065,0.4547134509265843,0.4370293471331896,0.47301234848490153
Ag50Pd50,sigma_ln_rate_material,0.360882362911212,0.00684525451157756,0.3608792697871972,0.3468745968348196,0.3733340536695174
Ag75Pd25,sigma_ln_rate_material,0.34822302079806344,0.006660622055521143,0.34817100382472066,0.33507787698475405,0.360826114937983
Ag90Pd10,sigma_ln_rate_material,0.43156018055119383,0.008514157114675819,0.4312305743093935,0.4145397263135429,0.44804417185016365
Pd100,sigma_ln_rate_material,0.3434489779515319,0.006563025076991577,0.34334179894648986,0.33100838308576247,0.35659627959158674
