variable,index,mean,sd,median,hdi95_lower,hdi95_upper
sigma_ln_rate_material,"(0,)",0.9240177719848546,0.40917193611799546,0.9066024429785862,0.49082319761321735,1.3688087558514468
sigma_ln_rate_material,"(1,)",0.46560767430441496,0.014236977668140069,0.4653655899170315,0.4390139216075683,0.4910675544305803
sigma_ln_rate_material,"(2,)",0.40566315483034815,0.05687437766316151,0.3826301471195733,0.3471170001047751,0.5084087089134494
sigma_ln_rate_material,"(3,)",0.38384945500716927,0.041991751194653544,0.3693240466382236,0.33501259506913705,0.457624799241506
sigma_ln_rate_material,"(4,)",0.45618683962424916,0.02624227130501969,0.45472875411610164,0.41676687486436215,0.4963275637922668
sigma_ln_rate_material,"(5,)",0.3465058792833513,0.007216193953910186,0.3462831801005367,0.3317947784563288,0.35976217741693073
