n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
8793,0.47405367686071775,0.44379562735094685,0.29149260642884556,0.2886751345948129,0.04344364835664733,0.045831911747981346,0.08927556010462868
