      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 05:31:21  -104575.731039*       0.9044
FIRE:    1 05:38:28  -104575.743435*       0.6501
FIRE:    2 05:45:00  -104575.757253*       0.3740
FIRE:    3 05:51:51  -104575.764884*       0.1316
FIRE:    4 05:58:25  -104575.765164*       0.2875
FIRE:    5 06:01:31  -104575.765613*       0.3028
FIRE:    6 06:05:58  -104575.766361*       0.2512
FIRE:    7 06:10:16  -104575.767135*       0.2309
FIRE:    8 06:16:19  -104575.767923*       0.1817
FIRE:    9 06:22:16  -104575.768722*       0.2045
FIRE:   10 06:27:08  -104575.769562*       0.1850
FIRE:   11 06:31:15  -104575.770340*       0.1334
FIRE:   12 06:35:20  -104575.771024*       0.1343
FIRE:   13 06:39:47  -104575.771622*       0.1801
FIRE:   14 06:44:53  -104575.772458*       0.1732
FIRE:   15 06:50:11  -104575.773476*       0.1189
FIRE:   16 06:54:28  -104575.774584*       0.1637
FIRE:   17 07:00:19  -104575.776047*       0.1314
FIRE:   18 07:04:44  -104575.777566*       0.0997
FIRE:   19 07:09:46  -104575.779034*       0.0914
FIRE:   20 07:16:02  -104575.780377*       0.1110
FIRE:   21 07:21:54  -104575.781761*       0.0757
FIRE:   22 07:28:02  -104575.783056*       0.1120
FIRE:   23 07:35:51  -104575.784094*       0.1675
FIRE:   24 07:38:31  -104575.784365*       0.0729
FIRE:   25 07:42:19  -104575.784385*       0.0851
FIRE:   26 07:44:40  -104575.784430*       0.0748
FIRE:   27 07:46:44  -104575.784451*       0.0333
