model,n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
BF,1431,0.4961423969062906,0.4665297823831883,0.3086843700807455,0.2886751345948129,0.030747728860936407,0.05101327742837177,0.08176100628930817
BF_LH,1431,0.4978936067423079,0.4681823119826137,0.3112585826547054,0.2886751345948129,0.033542976939203356,0.04053109713487072,0.07407407407407407
CO_BF_ER_LH,1431,0.4981563807872128,0.4715782180954121,0.31119653616024046,0.2886751345948129,0.030747728860936407,0.04053109713487072,0.07127882599580712
