      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 01:46:28  -128017.884250*       0.3647
FIRE:    1 01:50:36  -128017.886173*       0.2862
FIRE:    2 01:56:25  -128017.888818*       0.2241
FIRE:    3 02:03:09  -128017.891341*       0.1494
FIRE:    4 02:07:11  -128017.892724*       0.1206
FIRE:    5 02:12:40  -128017.893203*       0.0984
FIRE:    6 02:16:52  -128017.893245*       0.1105
FIRE:    7 02:21:11  -128017.893312*       0.0564
FIRE:    8 02:23:51  -128017.893398*       0.0676
FIRE:    9 02:26:40  -128017.893518*       0.1177
FIRE:   10 02:31:27  -128017.893667*       0.1039
FIRE:   11 02:35:16  -128017.893823*       0.1628
FIRE:   12 02:39:16  -128017.893987*       0.0733
FIRE:   13 02:44:22  -128017.894192*       0.0763
FIRE:   14 02:46:39  -128017.894192*       0.0482
