material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag75Pd25,0.25,0.001,41,3,0.24659289887487773,0.19877838834533545,0.6061354560502819,0.39386454394971826
Ag75Pd25,0.25,0.01,41,3,0.4360470394381115,0.07946653168536255,0.9678550930661878,0.0321449069338124
Ag75Pd25,0.25,0.1,41,3,0.3339832267887869,0.05049170466658991,0.9776552001678127,0.022344799832187286
Ag75Pd25,0.25,1.0,41,3,0.19232174397231222,0.06879679296298571,0.88655501523981,0.11344498476018992
Ag75Pd25,0.5,0.001,41,3,0.4543505877798897,0.10536125293567397,0.9489692663511788,0.051030733648820874
Ag75Pd25,0.5,0.01,41,3,0.23407218227621293,0.0440272397107978,0.9658300744384696,0.034169925561530326
Ag75Pd25,0.5,0.1,41,3,0.09293003578321447,0.06758296316603797,0.6540709100502706,0.34592908994972893
Ag75Pd25,0.5,1.0,41,3,0.4432865201102039,0.10061744002910768,0.9510040864073657,0.04899591359263435
Ag75Pd25,1.0,0.001,41,3,0.22509920780362624,0.2146281094505012,0.5237992131092954,0.4762007868907046
Ag75Pd25,1.0,0.01,41,3,0.46766428013457967,0.1790791320196441,0.8721212378119654,0.12787876218803457
Ag75Pd25,1.0,0.1,41,3,0.22248330811699601,0.07592886994423569,0.8956790739888512,0.10432092601114915
Ag75Pd25,1.0,1.0,41,3,0.3678326847667685,0.09988469308154137,0.9313250238720264,0.06867497612797342
