parameter,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
deltaG1_0,2259.2497115693527,2360.9456446252875,1.0004092025608777,1.7944190538680777e-05,1.2306420112608564e-05
deltaG4_0,1368.5379599531605,1661.553675577022,1.0023108960815563,7.546188000525293e-05,5.1405251600872786e-05
deltaG5_0,894.4778435159924,1078.0636247226012,1.0070539457453735,8.372093773461562e-05,5.987724884268139e-05
beta_2,1015.664608175904,1248.190141358087,1.0033591581434713,0.00048643415690646763,0.0003401296157120425
q,1091.1070379725056,1368.1628605380254,1.0053995743811377,0.00044698261828855405,0.0003105121238004705
Gact2_BF_0,899.7740957667223,1129.726917972684,1.0090256735512457,4.8210721145067965e-05,3.52644469776933e-05
Gact2_LH_0,2420.2504461876856,2186.0257340139865,1.0001534007651622,0.0025764382308621383,0.002280300557315929
sigma_ln_rate_material,4673.916135727469,2533.6029005631126,1.0013480749301553,9.548870486189162e-05,6.776562995283505e-05
