n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1476,0.49786528161236426,0.455055931985474,0.3071766948983535,0.2886751345948129,0.04065040650406504,0.042682926829268296,0.08333333333333333
