parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.11229592079599067,0.0008531208261033975,-0.11229781731413173,-0.11398775319796219,-0.11064662084789213,0.004265604130516987,0.0042617267159300865
deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.0796207936998431,0.0027852338835520074,0.07960745334919743,0.07419911593159725,0.08498889398587806,0.013926169417760037,0.013762724901310934
deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,-0.010574876963559198,0.002495005354132609,-0.010599290163092641,-0.015090981157435823,-0.005420639661298734,0.012475026770663044,0.012334845910965083
beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.065798727743942,0.015454544129560072,0.06626694841151125,0.03494803109814637,0.09594789394113395,0.05353611128042674,0.06421038193998693
q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.2678481133603838,0.014740837027582393,0.26825602793460457,0.23817286013219227,0.29595909358802736,0.05106375735573058,0.06082761416403693
Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6932830687227501,0.0014337546777919664,0.6933499457326158,0.6903480443882238,0.6959027137961032,0.007179751948434098,0.007091982286448924
Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.9021560409304901,0.11373396878585437,0.8770980154903555,0.7300721351505142,1.1253168780367873,0.5695407287186298,0.5046328610277507
