      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 07:17:00  -104824.713366*       0.8443
FIRE:    1 07:22:37  -104824.712940*       0.8756
FIRE:    2 07:26:30  -104824.715850*       0.4649
FIRE:    3 07:30:09  -104824.716754*       0.2122
FIRE:    4 07:33:01  -104824.716831*       0.2176
FIRE:    5 07:35:26  -104824.716937*       0.1692
FIRE:    6 07:38:07  -104824.717054*       0.0867
FIRE:    7 07:40:51  -104824.717131*       0.0601
FIRE:    8 07:43:33  -104824.717171*       0.1032
FIRE:    9 07:47:08  -104824.717227*       0.1256
FIRE:   10 07:49:32  -104824.717280*       0.1374
FIRE:   11 07:53:28  -104824.717406*       0.1309
FIRE:   12 07:57:38  -104824.717578*       0.0802
FIRE:   13 08:02:31  -104824.717756*       0.0828
FIRE:   14 08:06:55  -104824.717852*       0.1004
FIRE:   15 08:11:25  -104824.718033*       0.1093
FIRE:   16 08:15:51  -104824.718274*       0.0767
FIRE:   17 08:20:58  -104824.718492*       0.0821
FIRE:   18 08:24:52  -104824.718687*       0.1106
FIRE:   19 08:29:46  -104824.718938*       0.0983
FIRE:   20 08:34:56  -104824.719218*       0.0686
FIRE:   21 08:40:32  -104824.719522*       0.0933
FIRE:   22 08:45:10  -104824.719870*       0.0552
FIRE:   23 08:51:34  -104824.720262*       0.1114
FIRE:   24 08:56:20  -104824.720729*       0.1173
FIRE:   25 09:03:23  -104824.721296*       0.0867
FIRE:   26 09:08:22  -104824.721885*       0.0957
FIRE:   27 09:13:09  -104824.722495*       0.1488
FIRE:   28 09:18:13  -104824.722769*       0.3514
FIRE:   29 09:23:17  -104824.723366*       0.0510
FIRE:   30 09:27:41  -104824.723010*       0.3125
FIRE:   31 09:30:26  -104824.723203*       0.2337
FIRE:   32 09:33:44  -104824.723405*       0.1027
FIRE:   33 09:36:37  -104824.723442*       0.0978
FIRE:   34 09:38:27  -104824.723440*       0.0546
FIRE:   35 09:41:30  -104824.723453*       0.0519
FIRE:   36 09:44:32  -104824.723468*       0.0399
