      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 18:32:29  -155517.845677*       0.2976
FIRE:    1 18:37:33  -155517.846842*       0.2650
FIRE:    2 18:41:25  -155517.848591*       0.2132
FIRE:    3 18:49:08  -155517.850461*       0.1398
FIRE:    4 18:56:24  -155517.851701*       0.1055
FIRE:    5 19:01:55  -155517.852286*       0.0552
FIRE:    6 19:07:42  -155517.852458*       0.0848
FIRE:    7 19:12:53  -155517.852640*       0.1178
FIRE:    8 19:18:17  -155517.853058*       0.1138
FIRE:    9 19:24:50  -155517.853659*       0.0811
FIRE:   10 19:31:34  -155517.854454*       0.0651
FIRE:   11 19:38:13  -155517.855225*       0.0462
