      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 18:42:22  -155857.202951*       0.4272
FIRE:    1 18:48:20  -155857.206303*       0.3326
FIRE:    2 18:53:52  -155857.211182*       0.2483
FIRE:    3 19:00:25  -155857.215900*       0.1813
FIRE:    4 19:06:27  -155857.218933*       0.1485
FIRE:    5 19:14:23  -155857.220098*       0.1337
FIRE:    6 19:16:55  -155857.220150*       0.0767
FIRE:    7 19:21:13  -155857.220254*       0.0632
FIRE:    8 19:24:38  -155857.220376*       0.0568
FIRE:    9 19:29:40  -155857.220540*       0.0723
FIRE:   10 19:36:41  -155857.220710*       0.0656
FIRE:   11 19:40:44  -155857.220890*       0.0610
FIRE:   12 19:45:14  -155857.221083*       0.0624
FIRE:   13 19:48:32  -155857.221302*       0.0782
FIRE:   14 19:54:22  -155857.221587*       0.0688
FIRE:   15 19:58:52  -155857.221887*       0.0597
FIRE:   16 20:04:32  -155857.222257*       0.0841
FIRE:   17 20:09:45  -155857.222649*       0.0786
FIRE:   18 20:14:30  -155857.223114*       0.0629
FIRE:   19 20:20:49  -155857.223690*       0.0597
FIRE:   20 20:26:15  -155857.224337*       0.0546
FIRE:   21 20:31:18  -155857.225048*       0.0586
FIRE:   22 20:36:18  -155857.225833*       0.0445
