variable,index,mean,sd,median,hdi95_lower,hdi95_upper
sigma_ln_rate_material,"(0,)",0.3217050207116355,0.005632890954648398,0.32163229344938327,0.31029388789881257,0.33251113354097506
sigma_ln_rate_setup_material,"(0,)",0.15312661303531916,0.04284842423902236,0.14624734407791085,0.08380929167535565,0.23963151095587762
