material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag50Pd50,0.25,0.001,41,3,0.30766395154418924,0.1739904198414365,0.7576825331330223,0.24231746686697764
Ag50Pd50,0.25,0.01,41,3,0.36889673006701645,0.08866814074216439,0.9453823413812918,0.05461765861870858
Ag50Pd50,0.25,0.1,41,3,0.2995875272793015,0.10501679299860117,0.8905696166064673,0.10943038339353248
Ag50Pd50,0.25,1.0,41,3,0.19790552035311595,0.16005367550035626,0.6045741479906009,0.39542585200939906
Ag50Pd50,0.5,0.001,41,3,0.1669156613161975,0.12033093148307492,0.6580206382786147,0.3419793617213852
Ag50Pd50,0.5,0.01,41,3,0.384195809921584,0.09199877823857759,0.9457694329971665,0.05423056700283322
Ag50Pd50,0.5,0.1,41,3,0.16488886871649322,0.06937340401264162,0.8496088263037596,0.15039117369624044
Ag50Pd50,0.5,1.0,41,3,0.3451343072661439,0.07821718251998529,0.9511486607880172,0.04885133921198262
Ag50Pd50,1.0,0.001,41,3,0.3254712669280336,0.13249684066109937,0.8578358960707352,0.14216410392926462
Ag50Pd50,1.0,0.01,41,3,0.3252512115315902,0.033193986138424475,0.9896918444792141,0.010308155520785898
Ag50Pd50,1.0,0.1,41,3,0.08741435035240822,0.0362044725740613,0.8535791914276177,0.14642080857238207
Ag50Pd50,1.0,1.0,41,3,0.43630199733724556,0.1108052177377928,0.9394099676110216,0.06059003238897846
