observable,n_points,median_abs_residual,median_abs_standardized_residual,posterior_95_hdi_contains_experimental_mean,median_chain_median_range_over_exp_sd,p95_chain_median_range_over_exp_sd,max_chain_median_range_over_exp_sd
alpha,492,0.03729266304944526,2.4573706989080693,0.08333333333333333,0.01955028856921181,0.16779479251756638,0.5865680981669594
delta_OH,164,0.14735875090343478,0.8508629715134554,0.04878048780487805,0.009319205099933479,0.02022901032889186,0.022454917560426103
delta_CO,369,0.15968700911742123,5.077742379854287,0.01084010840108401,0.009384039992530001,0.09878482648046304,0.46522584511885495
