parameter,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
deltaG1_0,4684.350582176667,2778.7047162243102,1.0007015711745715,1.0800822343874779e-05,7.707892555175236e-06
deltaG4_0,2650.2820711035406,2618.447102208134,1.0002880963764749,4.2863254896335646e-05,3.0839357615268094e-05
deltaG5_0,1746.2244804594588,1968.8023107863837,1.0004200677929582,5.511337613881514e-05,4.0566007529064446e-05
beta_2,2931.1871939233833,2001.4365038759024,1.0003428318395182,8.599773560242367e-05,0.00010130007622123167
q,2225.5655818032433,2373.5554298466595,1.0004438094737957,0.00011907267593642268,9.461635523576327e-05
Gact2_BF_0,1781.9771730159684,2022.1774366335817,1.0006286209449995,3.6869341289550876e-05,2.7325686190159866e-05
Gact2_LH_0,3654.4448212620478,2457.5245158868793,1.0031755047870663,0.0020835769532142603,0.001771925206621589
sigma_ln_rate_material,5390.464543446395,2557.76154297273,1.0004847020162635,7.690081270085366e-05,5.471560586542353e-05
sigma_ln_rate_setup_material,1351.7192691568785,1697.703790663043,1.0005741221452025,0.0011340356754376848,0.0011446448870228352
