parameter,prior_mean,prior_sd,prior_q025,prior_q50,prior_q975,lower,upper,posterior_mean,posterior_sd,posterior_median,posterior_hdi95_lower,posterior_hdi95_upper,sd_ratio_posterior_over_prior,interval95_width_ratio_posterior_hdi_over_prior_central
deltaG1_0,-0.4,0.2,-0.7919927969080109,-0.4,-0.008007203091989212,,,-0.12078917257800753,0.0007406392259738845,-0.12078807082739419,-0.12228691618420759,-0.11940187570850808,0.0037031961298694227,0.003679966186185491
deltaG4_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.08541734525698899,0.0022074996626152955,0.08539204672660693,0.0812925967618932,0.08979888812122627,0.011037498313076476,0.010850060800134105
deltaG5_0,0.0,0.2,-0.3919927969080109,0.0,0.3919927969080108,,,0.005408541488153736,0.0023002695734171924,0.005411394415867058,0.0007694424986449027,0.009900926143488302,0.01150134786708596,0.011647514593216224
beta_2,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.00479751247551306,0.004563117642048679,0.0034231716904231544,5.325438427070488e-07,0.013999903514810803,0.01580710319388441,0.014736179969440101
q,0.5,0.2886751345948129,0.025,0.5,0.975,0.0,1.0,0.2817391583541753,0.005621238113610963,0.2820615637904259,0.2705022193061513,0.2926239561544301,0.01947254002843364,0.02328603878766188
Gact2_BF_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.6786730711667341,0.0015538531124638987,0.6786956135816207,0.6756329057390059,0.6817326510336692,0.007781163740629697,0.007787913628169846
Gact2_LH_0,0.700174577150731,0.19969417997855315,0.3087804271393961,0.7000583114635273,1.0920127003633506,0.0,inf,0.9139878009648864,0.10956356329332316,0.892168985559727,0.7551889013150331,1.1353492599598325,0.5486567675887706,0.48537371561564563
