      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 18:47:42  -155857.415704*       0.7521
FIRE:    1 18:55:23  -155857.423752*       0.5380
FIRE:    2 19:02:48  -155857.433302*       0.3667
FIRE:    3 19:09:33  -155857.440193*       0.1822
FIRE:    4 19:16:08  -155857.441600*       0.2307
FIRE:    5 19:19:30  -155857.441869*       0.2201
FIRE:    6 19:23:16  -155857.442295*       0.1872
FIRE:    7 19:31:35  -155857.442711*       0.1600
FIRE:    8 19:36:23  -155857.443041*       0.1520
FIRE:    9 19:41:23  -155857.443470*       0.1790
FIRE:   10 19:45:26  -155857.443989*       0.1588
FIRE:   11 19:50:11  -155857.444516*       0.0998
FIRE:   12 19:54:57  -155857.445010*       0.1184
FIRE:   13 20:00:11  -155857.445464*       0.1874
FIRE:   14 20:05:30  -155857.446069*       0.1819
FIRE:   15 20:10:23  -155857.446847*       0.1117
FIRE:   16 20:15:16  -155857.447610*       0.1402
FIRE:   17 20:20:49  -155857.448588*       0.1231
FIRE:   18 20:27:06  -155857.449648*       0.1162
FIRE:   19 20:32:06  -155857.450655*       0.1410
FIRE:   20 20:37:57  -155857.451685*       0.1134
FIRE:   21 20:42:48  -155857.452746*       0.0771
FIRE:   22 20:48:03  -155857.453905*       0.1210
FIRE:   23 20:55:11  -155857.455206*       0.1412
FIRE:   24 21:01:11  -155857.456395*       0.1956
FIRE:   25 21:07:19  -155857.457328*       0.2974
FIRE:   26 21:10:14  -155857.458105*       0.0512
FIRE:   27 21:16:22  -155857.457768*       0.2424
FIRE:   28 21:19:55  -155857.457978*       0.2143
FIRE:   29 21:22:39  -155857.458231*       0.1112
FIRE:   30 21:26:31  -155857.458345*       0.0480
