material,n_observations,elpd_loo_contribution,mean_elpd_loo,max_pareto_k,n_pareto_k_above_0p7
Ag10Pd90,1431,-2045.081302692773,-1.429127395312909,0.14812038202746633,0
Ag25Pd75,1470,-1491.4146705321518,-1.0145678030830965,0.13118331466785774,0
Ag50Pd50,1476,-635.0463948482186,-0.43024823499201803,0.18772920854061817,0
Ag75Pd25,1476,-535.590512562649,-0.36286620092320393,0.19168314411714735,0
Ag90Pd10,1476,-1279.8906835054693,-0.8671346094210497,0.14880158601278617,0
Pd100,1464,-636.1842504676981,-0.43455208365279924,0.15543787416618657,0
