n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
8793,0.47903009488298953,0.45680626380228034,0.30019387925780294,0.2886751345948129,0.0471966336858865,0.045831911747981346,0.09302854543386785
