material,n_observations,mechanism_residual_mean,mechanism_residual_rms,conditional_residual_mean,conditional_residual_rms,median_abs_standardized_residual,predictive_95_hdi_coverage,median_lag1_residual_correlation,median_abs_residual_slope_per_V,median_shared_squared_residual_fraction
Ag10Pd90,1431,-0.8000717053234806,1.0091136847272282,-0.7999525111522195,1.0076048561454836,0.7962457880940632,0.9678546470999301,0.9988565277187914,3.502173549451677,0.9971125262214546
Ag25Pd75,1470,0.5146587120864012,0.6798598294897032,0.5145884022650065,0.664178803943814,0.7807332378491103,0.9972789115646259,0.9952836637981781,1.4387630220274312,0.9854902478069361
Ag50Pd50,1476,0.15322314890030964,0.39898702973591926,0.1532112268548134,0.3698712697602109,0.6460063866046786,0.940379403794038,0.9966296752800767,1.120028289523675,0.860274890430562
Ag75Pd25,1476,-0.07081979404336247,0.35639589562912005,-0.07094668701474205,0.34576912843378543,0.8179506024508985,0.9796747967479674,0.9950182933425229,0.8420479114375361,0.9570260983262622
Ag90Pd10,1476,-0.36539457707825296,0.609014094890625,-0.3652365464717094,0.572887626671183,0.7782977411538681,0.975609756097561,0.9875647223029524,0.6526486222514358,0.987739029303933
Pd100,1464,0.026731766888482975,0.3829476916177118,0.02673835182444739,0.3709271342495147,0.7150416392384422,0.9556010928961749,0.9794438716042233,0.9196623772730617,0.9427085043757215
