variable,minimum,maximum,median,hdi95_lower,hdi95_upper,fraction_below_zero,fraction_above_one
theta_CO,0.004458692070052516,0.9957923697878596,0.6793461734230256,0.04736395686802997,0.9956328185640799,0.0,0.0
theta_OH_Pd,3.714677101373388e-10,0.802805468244281,8.461826883033497e-05,3.714677101373388e-10,0.2772269586267844,0.0,0.0
theta_empty_Pd,0.004207629814920249,0.9567440363379573,0.21606733448024007,0.004361304235363884,0.899154632907608,0.0,0.0
theta_OH_Ag,0.008442064682242942,0.9412677178228114,0.25280752641509885,0.009129958689586106,0.8454645693418911,0.0,0.0
theta_empty_Ag,0.058732282177188504,0.991557935317757,0.7471924735849012,0.154535430658109,0.9908700413104138,0.0,0.0
rate_fraction_BF,0.0,0.9569899230311287,0.8276078555772197,0.0,0.9469048325735377,0.0,0.0
rate_fraction_ER,0.04299829084643077,0.9999994211983717,0.16250928760652922,0.052966731129258954,0.9999994211983717,0.0,0.0
rate_fraction_LH,3.538551147619744e-09,0.8746281523368264,0.00047622912028488383,3.538551147619744e-09,0.30557859773788204,0.0,0.0
