has_diagnostic_errors,n_divergent,fraction_divergent,n_max_treedepth,fraction_max_treedepth,min_bfmi,max_rhat,min_ess_bulk,min_ess_tail
False,0,0.0,0,0.0,0.8534839973512321,1.0019284882807664,2006.9530849865637,2379.3581691664663
