variable,minimum,maximum,q025,q50,q975,fraction_below_zero,fraction_above_one
theta_CO,0.015037655109270659,0.9935476509377755,0.07891051785819833,0.8702382464562033,0.9928121020249373,0.0,0.0
theta_OH_Pd,4.3946146008483905e-10,0.8685295590318701,8.271126468323445e-09,0.00011859834437819415,0.43525090926284365,0.0,0.0
theta_empty_Pd,0.006248466147068257,0.8962116597030834,0.007100603122723488,0.07445849567242348,0.8867982178561085,0.0,0.0
theta_OH_Ag,0.0009496947731499511,0.7745876880895813,0.004682920798609394,0.07708146084689416,0.5819978129756307,0.0,0.0
theta_empty_Ag,0.2254123119104188,0.9990503052268501,0.418002187024369,0.9229185391531058,0.9953170792013906,0.0,0.0
rate_fraction_BF,0.34877898517759337,0.9999998982027715,0.5909298559091551,0.9982537524138062,0.9999985516418702,0.0,0.0
rate_fraction_LH,1.017972358161868e-07,0.6512210148224074,1.4483581332278572e-06,0.0017462475861933727,0.40907014409084475,0.0,0.0
