material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag10Pd90,0.25,0.001,33,3,0.37606522889316146,0.10455242200585116,0.9282523175293749,0.07174768247062499
Ag10Pd90,0.25,0.01,37,3,0.6007207453593523,0.06830986355053931,0.9872343819177117,0.01276561808228862
Ag10Pd90,0.25,0.1,41,3,0.34656550103708655,0.03925635843758841,0.987331869768702,0.012668130231298137
Ag10Pd90,0.25,1.0,41,3,0.3463545679287056,0.04824038617479714,0.9809701440071681,0.01902985599283221
Ag10Pd90,0.5,0.001,38,3,0.41901777273739377,0.08932030994674749,0.9565353124251897,0.04346468757481014
Ag10Pd90,0.5,0.01,41,3,0.3711856089230737,0.053196754788080676,0.97987396436829,0.020126035631710334
Ag10Pd90,0.5,0.1,41,3,0.18294301442704664,0.04113341306781646,0.9518784796237537,0.04812152037624619
Ag10Pd90,0.5,1.0,41,3,0.5373127996175617,0.03518158668909649,0.995731074921299,0.004268925078700824
Ag10Pd90,1.0,0.001,41,3,0.16727355183521792,0.03205368710602098,0.9645806981734855,0.03541930182651465
Ag10Pd90,1.0,0.01,41,3,0.5834792338507404,0.028035598958140628,0.9976966105860711,0.0023033894139292983
Ag10Pd90,1.0,0.1,41,3,0.21956846658560272,0.025561007650025787,0.9866288180273293,0.013371181972670908
Ag10Pd90,1.0,1.0,41,3,0.5746700446267666,0.03282530487599541,0.9967478861498913,0.0032521138501087916
