n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1431,0.4978936067423079,0.4681823119826137,0.3112585826547054,0.2886751345948129,0.033542976939203356,0.04053109713487072,0.07407407407407407
