parameter,ess_bulk,ess_tail,r_hat,mcse_mean,mcse_sd
deltaG1_0,3260.4743016779967,2734.0452868621705,1.0019796582543665,1.4309146282151419e-05,9.77121558005437e-06
deltaG4_0,1619.8759800827117,2326.0265026921643,1.002809168507079,6.651152919708829e-05,4.773881358095667e-05
deltaG5_0,1244.5426065136608,1769.2973881836797,1.0009474801327278,6.547364854112604e-05,4.603736406746941e-05
beta_2,1492.7716958819847,1560.6042889664964,1.0023656928377391,0.00037728875511916277,0.000264670965222304
q,1466.9714715812079,1795.3434685993154,1.0025607573376727,0.000369153527718255,0.00026583742964519604
Gact2_BF_0,1455.9845831217615,1731.489129760714,1.0004172967746914,3.5141817544895214e-05,2.418930984224623e-05
Gact2_LH_0,4378.763013806433,3006.044941144977,0.9998661891243786,0.0018936152433445925,0.001762147168747702
sigma_ln_rate_material,5857.531359126304,2788.03962411651,1.0050989651677347,8.275846083806233e-05,5.8396876773563164e-05
sigma_ln_rate_setup_material,1425.8069839278837,1818.5769160511845,1.0008247114337254,0.0008104260378575821,0.0010093364912880903
