material,electrolyte_concentration_M,CO_mole_fraction,n_potentials,n_replicates,shared_rms,replicate_specific_rms,shared_fraction_squared_residual,replicate_fraction_squared_residual
Ag75Pd25,0.25,0.001,41,3,0.246762679249171,0.14601084656487814,0.7406773955084135,0.25932260449158656
Ag75Pd25,0.25,0.01,41,3,0.4362362731905537,0.04556062723951168,0.9892099288921902,0.010790071107809673
Ag75Pd25,0.25,0.1,41,3,0.33426754659362584,0.052653847884664075,0.975788184471606,0.024211815528394035
Ag75Pd25,0.25,1.0,41,3,0.19261395487867253,0.08154766122307103,0.8480000631339585,0.1519999368660419
Ag75Pd25,0.5,0.001,41,3,0.4547415900534255,0.116449740159018,0.9384592060880126,0.06154079391198713
Ag75Pd25,0.5,0.01,41,3,0.23415206164088326,0.04587989675720513,0.9630267815402077,0.03697321845979227
Ag75Pd25,0.5,0.1,41,3,0.09337360877862959,0.05841627201803376,0.7187012567258128,0.28129874327418697
Ag75Pd25,0.5,1.0,41,3,0.44303991254916153,0.08924646748058102,0.9610038707058322,0.038996129294167854
Ag75Pd25,1.0,0.001,41,3,0.22535779078221901,0.11700592127805343,0.7876686625695664,0.21233133743043364
Ag75Pd25,1.0,0.01,41,3,0.46750426329379197,0.08517716491306809,0.9678713237245008,0.032128676275499035
Ag75Pd25,1.0,0.1,41,3,0.22240690448094652,0.05938230903089083,0.9334556311251889,0.06654436887481122
Ag75Pd25,1.0,1.0,41,3,0.3674693447682059,0.026799680379308216,0.9947092995007966,0.0052907004992029955
