variable,index,mean,sd,median,hdi95_lower,hdi95_upper
sigma_ln_rate_material,"(0,)",0.3437172929092524,0.006332476648900767,0.34362610950474337,0.33095780872137065,0.35570671156678374
sigma_ln_rate_setup_material,"(0,)",0.09564995591072593,0.031312412580025914,0.08950183234360819,0.047399784857218435,0.15675605810371757
