n_points,mean_loo_pit,median_loo_pit,sd_loo_pit,uniform_reference_sd,fraction_below_0p05,fraction_above_0p95,fraction_outside_0p05_0p95
1476,0.49679125815401426,0.4424908512389902,0.3099664248556566,0.2886751345948129,0.02168021680216802,0.04403794037940379,0.06571815718157181
