variable,minimum,maximum,median,hdi95_lower,hdi95_upper,fraction_below_zero,fraction_above_one
theta_CO,0.003453725857498142,0.9896985538818941,0.47478957621719464,0.05555083455063751,0.9894386877208237,0.0,0.0
theta_OH_Pd,4.5925182255616184e-09,0.9574249059601944,0.0004679258639432622,4.5925182255616184e-09,0.5951823848667424,0.0,0.0
theta_empty_Pd,0.008380539653338055,0.9293825431334723,0.10957557607982951,0.010558224774908335,0.922168743124514,0.0,0.0
theta_OH_Ag,0.016570316983726786,0.9267883129684925,0.30937008986165604,0.022026056234727538,0.8082338905751423,0.0,0.0
theta_empty_Ag,0.07321168703150745,0.9834296830162732,0.6906299101383442,0.1917661094248577,0.9779739437652724,0.0,0.0
rate_fraction_BF,0.8558577126749611,1.000000000000007,0.9999997574620664,0.9988966697694298,1.000000000000007,0.0,0.0
rate_fraction_LH,1.8443204921989166e-21,0.14414228732503734,2.4253793402176427e-07,1.8443204921989166e-21,0.0011033302305703337,0.0,0.0
