      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 18:31:28  -155518.131677*       0.2876
FIRE:    1 18:36:24  -155518.132863*       0.2375
FIRE:    2 18:42:55  -155518.134452*       0.1837
FIRE:    3 18:49:20  -155518.136064*       0.1280
FIRE:    4 18:54:34  -155518.136975*       0.1294
FIRE:    5 19:02:16  -155518.137533*       0.1150
FIRE:    6 19:09:44  -155518.138042*       0.1262
FIRE:    7 19:16:04  -155518.138835*       0.1017
FIRE:    8 19:22:01  -155518.139819*       0.1163
FIRE:    9 19:28:32  -155518.140840*       0.0568
FIRE:   10 19:33:22  -155518.141608*       0.0687
FIRE:   11 19:38:59  -155518.142313*       0.1282
FIRE:   12 19:45:56  -155518.143304*       0.1768
FIRE:   13 19:52:04  -155518.143945*       0.3196
FIRE:   14 19:56:50  -155518.144817*       0.1068
FIRE:   15 20:00:44  -155518.144610*       0.2264
FIRE:   16 20:04:07  -155518.144776*       0.1906
FIRE:   17 20:06:54  -155518.144986*       0.1237
FIRE:   18 20:10:04  -155518.145133*       0.0583
FIRE:   19 20:13:29  -155518.145166*       0.1073
FIRE:   20 20:18:16  -155518.145174*       0.1080
FIRE:   21 20:20:57  -155518.145166*       0.0333
