      Step     Time          Energy         fmax
*Force-consistent energies used in optimization.
FIRE:    0 23:08:25  -107070.819891*       0.8617
FIRE:    1 23:13:17  -107070.850998*       0.7955
FIRE:    2 23:18:23  -107070.903890*       0.7633
FIRE:    3 23:24:04  -107070.965424*       0.6895
FIRE:    4 23:28:48  -107071.021186*       0.6760
FIRE:    5 23:33:37  -107071.064449*       0.4890
FIRE:    6 23:39:59  -107071.094873*       0.2626
FIRE:    7 23:44:53  -107071.115436*       0.2324
FIRE:    8 23:50:31  -107071.127854*       0.2435
FIRE:    9 23:55:35  -107071.128521*       0.2731
FIRE:   10 23:58:37  -107071.129187*       0.2601
FIRE:   11 00:02:21  -107071.130437*       0.2498
FIRE:   12 00:06:00  -107071.132086*       0.2104
FIRE:   13 00:09:37  -107071.134004*       0.2128
FIRE:   14 00:14:24  -107071.136099*       0.1808
FIRE:   15 00:18:29  -107071.138155*       0.1648
FIRE:   16 00:22:55  -107071.140038*       0.1567
FIRE:   17 00:26:53  -107071.141805*       0.1253
FIRE:   18 00:30:55  -107071.143278*       0.0877
FIRE:   19 00:35:03  -107071.144273*       0.0705
FIRE:   20 00:39:48  -107071.144756*       0.0569
FIRE:   21 00:44:04  -107071.144723*       0.0888
FIRE:   22 00:46:37  -107071.144773*       0.0675
FIRE:   23 00:48:44  -107071.144856*       0.0899
FIRE:   24 00:51:10  -107071.144974*       0.0743
FIRE:   25 00:54:07  -107071.145141*       0.0687
FIRE:   26 00:56:50  -107071.145320*       0.0710
FIRE:   27 01:00:47  -107071.145533*       0.0665
FIRE:   28 01:03:46  -107071.145738*       0.0576
FIRE:   29 01:06:49  -107071.145968*       0.0453
