EC-Lab ASCII FILE
Nb header lines : 64                          

Cyclic Voltammetry

Run on channel : 1 (SN 69801)
User : 
CE vs. WE compliance from -10 V to 10 V
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -2.50 V, max = 2.50 V
Safety Limits :
	Do not start on E overload
Acquisition started on :
Loaded Setting File :
Saved on :
	File :
	Directory :
	Host :
Device :
Address : USB
EC-LAB for windows v11.52 (software)
Internet server v11.52 (firmware)
Command interpretor v11.50 (firmware)
Electrode material : 
Initial state : 
Electrolyte : 
Comments : 
Mass of active material : 0.001 mg
 at x = 0.000
Molecular weight of active material (at x = 0) : 0.001 g/mol
Atomic weight of intercalated ion : 0.001 g/mol
Acquisition started at : xo = 0.000
Number of e- transfered per intercalated ion : 1
for DX = 1, DQ = 26.801 mA.h
Battery capacity : 0.000 A.h
Electrode surface area : 0.000 cm²
Characteristic mass : 0.001 g
Volume (V) : 0.001 cm³
Record Ece
Cycle Definition : Charge/Discharge alternance
Ei (V)              -0.515              
vs.                 Ref                 
dE/dt               20.000              
dE/dt unit          mV/s                
E1 (V)              0.385               
vs.                 Ref                 
Step percent        50                  
N                   50                  
E range min (V)     -2.500              
E range max (V)     2.500               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           7                   
E2 (V)              -0.815              
vs.                 Ref                 
nc cycles           1                   
Reverse Scan        1                   
Ef (V)              -0.715              
vs.                 Ref                 

mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	<Ece>/V	Rcmp/Ohm	step time/s	Pwe/W	Pce/W	Pwe-ce/W	Ewe-Ece/V	Rwe/Ohm	Rce/Ohm	Rwe-ce/Ohm	
2	1	0	1	0	1.836261654356167E+003	-4.3570021E-001	-4.3604118E-001	7.772069657023456E-003	1.000000000000000E+000	3.2398533E-005	13	2.1712580E-001	1.1142320E+001	3.810599903736147E+000	-3.3889423E-006	1.6875168E-006	-5.0764593E-006	-6.5316701E-001	5.6103613E+004	2.7936678E+004	8.4040289E+004
2	1	0	1	0	1.836511654349852E+003	-4.3070021E-001	-4.3101177E-001	7.822426057976662E-003	1.000000000000000E+000	3.4565754E-005	13	2.1383813E-001	1.1142320E+001	4.060599897420616E+000	-3.3715576E-006	1.6727330E-006	-5.0442904E-006	-6.4484990E-001	5.5099500E+004	2.7336549E+004	8.2436047E+004
2	1	0	1	0	1.836761654343536E+003	-4.2570019E-001	-4.2600518E-001	7.900060272694798E-003	1.000000000000000E+000	3.6749851E-005	13	2.1061142E-001	1.1142320E+001	4.310599891105085E+000	-3.3654667E-006	1.6638429E-006	-5.0293097E-006	-6.3661659E-001	5.3924297E+004	2.6659471E+004	8.0583766E+004
2	1	0	1	0	1.837011654337220E+003	-4.2070019E-001	-4.2100129E-001	7.971579065034886E-003	1.000000000000000E+000	3.8950202E-005	13	2.0742561E-001	1.1142320E+001	4.560599884789553E+000	-3.3560450E-006	1.6535097E-006	-5.0095546E-006	-6.2842691E-001	5.2812785E+004	2.6020643E+004	7.8833430E+004
2	1	0	1	0	1.837261654330905E+003	-4.1570017E-001	-4.1601405E-001	8.048377795102202E-003	1.000000000000000E+000	4.1167914E-005	13	2.0428453E-001	1.1142320E+001	4.810599878474022E+000	-3.3482381E-006	1.6441591E-006	-4.9923974E-006	-6.2029856E-001	5.1689180E+004	2.5382076E+004	7.7071258E+004
2	1	0	1	0	1.837511654324589E+003	-4.1070017E-001	-4.1099757E-001	8.121764149356850E-003	1.000000000000000E+000	4.3408465E-005	13	2.0112871E-001	1.1142320E+001	5.060599872158491E+000	-3.3380254E-006	1.6335199E-006	-4.9715454E-006	-6.1212629E-001	5.0604469E+004	2.4764164E+004	7.5368633E+004
2	1	0	1	0	1.837761654318274E+003	-4.0570018E-001	-4.0597296E-001	8.176958321658684E-003	1.000000000000000E+000	4.5665056E-005	13	1.9799235E-001	1.1142320E+001	5.310599865842960E+000	-3.3196241E-006	1.6189753E-006	-4.9385990E-006	-6.0396528E-001	4.9648406E+004	2.4213447E+004	7.3861852E+004
2	1	0	1	0	1.838011654311958E+003	-4.0070015E-001	-4.0099803E-001	8.232812765038621E-003	1.000000000000000E+000	4.7934151E-005	13	1.9485402E-001	1.1142320E+001	5.560599859527428E+000	-3.3013416E-006	1.6041967E-006	-4.9055384E-006	-5.9585202E-001	4.8707293E+004	2.3667977E+004	7.2375273E+004
2	1	0	1	0	1.838261654305643E+003	-3.9570016E-001	-3.9601472E-001	8.320756585235900E-003	1.000000000000000E+000	5.0221217E-005	13	1.9174926E-001	1.1142320E+001	5.810599853211898E+000	-3.2951421E-006	1.5954989E-006	-4.8906409E-006	-5.8776397E-001	4.7593594E+004	2.3044691E+004	7.0638289E+004
2	1	0	1	0	1.838511654299327E+003	-3.9070016E-001	-3.9099967E-001	8.392609132384155E-003	1.000000000000000E+000	5.2527019E-005	13	1.8864499E-001	1.1142320E+001	6.060599846896366E+000	-3.2815074E-006	1.5832237E-006	-4.8647312E-006	-5.7964468E-001	4.6588570E+004	2.2477514E+004	6.9066086E+004
2	1	0	1	0	1.838761654293012E+003	-3.8570017E-001	-3.8599280E-001	8.453813799242011E-003	1.000000000000000E+000	5.4850319E-005	13	1.8553931E-001	1.1142320E+001	6.310599840580835E+000	-3.2631112E-006	1.5685148E-006	-4.8316260E-006	-5.7153213E-001	4.5659012E+004	2.1947408E+004	6.7606422E+004
2	1	0	1	0	1.839011654286696E+003	-3.8070014E-001	-3.8099256E-001	8.526591894329332E-003	1.000000000000000E+000	5.7190369E-005	13	1.8242863E-001	1.1142320E+001	6.560599834265304E+000	-3.2485682E-006	1.5554945E-006	-4.8040624E-006	-5.6342119E-001	4.4682867E+004	2.1395258E+004	6.6078125E+004
2	1	0	1	0	1.839261654280381E+003	-3.7570012E-001	-3.7598503E-001	8.581489917139612E-003	1.000000000000000E+000	5.9546022E-005	13	1.7931315E-001	1.1142320E+001	6.810599827949773E+000	-3.2265118E-006	1.5387740E-006	-4.7652857E-006	-5.5529821E-001	4.3813492E+004	2.0895340E+004	6.4708832E+004
2	1	0	1	0	1.839511654274065E+003	-3.7070015E-001	-3.7095812E-001	8.664663665259629E-003	1.000000000000000E+000	6.1917533E-005	13	1.7617635E-001	1.1142320E+001	7.060599821634241E+000	-3.2142273E-006	1.5265089E-006	-4.7407361E-006	-5.4713446E-001	4.2812754E+004	2.0332740E+004	6.3145496E+004
2	1	0	1	0	1.839761654267750E+003	-3.6570013E-001	-3.6597091E-001	8.730293535088946E-003	1.000000000000000E+000	6.4305947E-005	13	1.7303886E-001	1.1142320E+001	7.310599815318710E+000	-3.1950335E-006	1.5106800E-006	-4.7057133E-006	-5.3900975E-001	4.1919656E+004	1.9820508E+004	6.1740164E+004
2	1	0	1	0	1.840011654261434E+003	-3.6070013E-001	-3.6100414E-001	8.781679008879932E-003	1.000000000000000E+000	6.6711880E-005	13	1.6989917E-001	1.1142320E+001	7.560599809003180E+000	-3.1702225E-006	1.4919999E-006	-4.6622226E-006	-5.3090334E-001	4.1108785E+004	1.9347002E+004	6.0455785E+004
2	1	0	1	0	1.840261654255119E+003	-3.5570014E-001	-3.5600391E-001	8.839024161345050E-003	1.000000000000000E+000	6.9132810E-005	13	1.6675535E-001	1.1142320E+001	7.810599802687648E+000	-3.1467271E-006	1.4739545E-006	-4.6206819E-006	-5.2275926E-001	4.0276383E+004	1.8865811E+004	5.9142191E+004
2	1	0	1	0	1.840511654248803E+003	-3.5070014E-001	-3.5099366E-001	8.906890634212954E-003	1.000000000000000E+000	7.1567978E-005	13	1.6359708E-001	1.1142320E+001	8.060599796372116E+000	-3.1262621E-006	1.4571413E-006	-4.5834036E-006	-5.1459074E-001	3.9406980E+004	1.8367473E+004	5.7774453E+004
2	1	0	1	0	1.840761654242488E+003	-3.4570011E-001	-3.4601697E-001	8.975102447985495E-003	1.000000000000000E+000	7.4019765E-005	13	1.6042931E-001	1.1142320E+001	8.310599790056585E+000	-3.1055379E-006	1.4398695E-006	-4.5454071E-006	-5.0644630E-001	3.8552984E+004	1.7874928E+004	5.6427910E+004
2	1	0	1	0	1.841011654236172E+003	-3.4070015E-001	-3.4098458E-001	9.025549810881800E-003	1.000000000000000E+000	7.6485994E-005	13	1.5723425E-001	1.1142320E+001	8.560599783741055E+000	-3.0775734E-006	1.4191256E-006	-4.4966987E-006	-4.9821883E-001	3.7779922E+004	1.7421016E+004	5.5200941E+004
2	1	0	1	0	1.841261654229857E+003	-3.3570009E-001	-3.3599442E-001	9.080769469625820E-003	1.000000000000000E+000	7.8966048E-005	13	1.5403369E-001	1.1142320E+001	8.810599777425523E+000	-3.0510878E-006	1.3987444E-006	-4.4498324E-006	-4.9002811E-001	3.7000656E+004	1.6962625E+004	5.3963281E+004
2	1	0	1	0	1.841511654223541E+003	-3.3070010E-001	-3.3097628E-001	9.136405092391663E-003	1.000000000000000E+000	8.1457045E-005	13	1.5082476E-001	1.1142320E+001	9.060599771109992E+000	-3.0239335E-006	1.3779961E-006	-4.4019293E-006	-4.8180103E-001	3.6226094E+004	1.6508107E+004	5.2734203E+004
2	1	0	1	0	1.841761654217226E+003	-3.2570007E-001	-3.2596901E-001	9.190606349108288E-003	1.000000000000000E+000	8.3960091E-005	13	1.4761147E-001	1.1142320E+001	9.310599764794460E+000	-2.9958528E-006	1.3566389E-006	-4.3524919E-006	-4.7358048E-001	3.5467629E+004	1.6061124E+004	5.1528754E+004
2	1	0	1	0	1.842011654210910E+003	-3.2070011E-001	-3.2102504E-001	9.257337359591195E-003	1.000000000000000E+000	8.6480919E-005	13	1.4439066E-001	1.1142320E+001	9.560599758478930E+000	-2.9718371E-006	1.3366730E-006	-4.3085101E-006	-4.6541572E-001	3.4677902E+004	1.5597429E+004	5.0275332E+004
2	1	0	1	0	1.842261654204594E+003	-3.1570005E-001	-3.1601477E-001	9.296231493504308E-003	1.000000000000000E+000	8.9016008E-005	13	1.4115199E-001	1.1142320E+001	9.810599752163398E+000	-2.9377463E-006	1.3121817E-006	-4.2499282E-006	-4.5716676E-001	3.3993855E+004	1.5183786E+004	4.9177645E+004
2	1	0	1	0	1.842511654198279E+003	-3.1070009E-001	-3.1100652E-001	9.349890178794964E-003	1.000000000000000E+000	9.1563386E-005	13	1.3789718E-001	1.1142320E+001	1.006059974584787E+001	-2.9078767E-006	1.2893234E-006	-4.1972003E-006	-4.4890368E-001	3.3263121E+004	1.4748534E+004	4.8011652E+004
2	1	0	1	0	1.842761654191963E+003	-3.0570009E-001	-3.0599269E-001	9.417598589353565E-003	1.000000000000000E+000	9.4125651E-005	13	1.3462836E-001	1.1142320E+001	1.031059973953234E+001	-2.8817165E-006	1.2678759E-006	-4.1495923E-006	-4.4062105E-001	3.2491584E+004	1.4295401E+004	4.6786984E+004
2	1	0	1	0	1.843011654185648E+003	-3.0070004E-001	-3.0098757E-001	9.476094943238478E-003	1.000000000000000E+000	9.6701493E-005	13	1.3135822E-001	1.1142320E+001	1.056059973321680E+001	-2.8521868E-006	1.2447630E-006	-4.0969499E-006	-4.3234581E-001	3.1762828E+004	1.3862063E+004	4.5624891E+004
2	1	0	1	0	1.843261654179332E+003	-2.9570007E-001	-2.9600054E-001	9.549470118058511E-003	1.000000000000000E+000	9.9295525E-005	13	1.2810485E-001	1.1142320E+001	1.081059972690127E+001	-2.8266484E-006	1.2233335E-006	-4.0499817E-006	-4.2410541E-001	3.0996541E+004	1.3414865E+004	4.4411406E+004
2	1	0	1	0	1.843511654173017E+003	-2.9070005E-001	-2.9099908E-001	9.585823581615749E-003	1.000000000000000E+000	1.0190334E-004	13	1.2483058E-001	1.1142320E+001	1.106059972058574E+001	-2.7894660E-006	1.1966039E-006	-3.9860697E-006	-4.1582966E-001	3.0357234E+004	1.3022416E+004	4.3379648E+004
2	1	0	1	0	1.843761654166701E+003	-2.8570005E-001	-2.8600502E-001	9.665323732789888E-003	1.000000000000000E+000	1.0452342E-004	13	1.2152337E-001	1.1142320E+001	1.131059971427021E+001	-2.7643312E-006	1.1745627E-006	-3.9388938E-006	-4.0752840E-001	2.9590838E+004	1.2573130E+004	4.2163969E+004
2	1	0	1	0	1.844011654160386E+003	-2.8070006E-001	-2.8103575E-001	9.739604954596678E-003	1.000000000000000E+000	1.0716276E-004	13	1.1818744E-001	1.1142320E+001	1.156059970795468E+001	-2.7371773E-006	1.1510990E-006	-3.8882763E-006	-3.9922321E-001	2.8854943E+004	1.2134727E+004	4.0989672E+004
2	1	0	1	0	1.844261654154070E+003	-2.7570003E-001	-2.7603006E-001	9.817426521164796E-003	1.000000000000000E+000	1.0982202E-004	13	1.1485323E-001	1.1142320E+001	1.181059970163915E+001	-2.7099049E-006	1.1275632E-006	-3.8374678E-006	-3.9088330E-001	2.8116336E+004	1.1698914E+004	3.9815250E+004
2	1	0	1	0	1.844511654147755E+003	-2.7070004E-001	-2.7100131E-001	9.888878849859284E-003	1.000000000000000E+000	1.1250025E-004	13	1.1150269E-001	1.1142320E+001	1.206059969532362E+001	-2.6798991E-006	1.1026366E-006	-3.7825357E-006	-3.8250399E-001	2.7404654E+004	1.1275564E+004	3.8680219E+004
2	1	0	1	0	1.844761654141439E+003	-2.6570004E-001	-2.6601973E-001	9.953476737259743E-003	1.000000000000000E+000	1.1519647E-004	13	1.0813797E-001	1.1142320E+001	1.231059968900809E+001	-2.6478212E-006	1.0763487E-006	-3.7241700E-006	-3.7415770E-001	2.6726313E+004	1.0864341E+004	3.7590652E+004
2	1	0	1	0	1.845011654135124E+003	-2.6070002E-001	-2.6101151E-001	1.003794839406129E-002	1.000000000000000E+000	1.1791188E-004	13	1.0475630E-001	1.1142320E+001	1.256059968269255E+001	-2.6200200E-006	1.0515383E-006	-3.6715585E-006	-3.6576781E-001	2.6002477E+004	1.0436027E+004	3.6438504E+004
2	1	0	1	0	1.845261654128808E+003	-2.5570002E-001	-2.5601676E-001	1.014166592076256E-002	1.000000000000000E+000	1.2065090E-004	13	1.0134948E-001	1.1142320E+001	1.281059967637702E+001	-2.5964364E-006	1.0278526E-006	-3.6242891E-006	-3.5736623E-001	2.5244055E+004	9.9933760E+003	3.5237430E+004
2	1	0	1	0	1.845511654122492E+003	-2.5070003E-001	-2.5098780E-001	1.023015591136156E-002	1.000000000000000E+000	1.2341249E-004	13	9.7906753E-002	1.1142320E+001	1.306059967006149E+001	-2.5676443E-006	1.0016014E-006	-3.5692456E-006	-3.4889454E-001	2.4534113E+004	9.5704072E+003	3.4104520E+004
2	1	0	1	0	1.845761654116177E+003	-2.4570002E-001	-2.4601701E-001	1.032507287094461E-002	1.000000000000000E+000	1.2619601E-004	13	9.4461769E-002	1.1142320E+001	1.331059966374596E+001	-2.5401434E-006	9.7532461E-007	-3.5154683E-006	-3.4047878E-001	2.3827145E+004	9.1487754E+003	3.2975922E+004
2	1	0	1	0	1.846011654109861E+003	-2.4070002E-001	-2.4101572E-001	1.042803671792292E-002	1.000000000000000E+000	1.2900525E-004	13	9.0985991E-002	1.1142320E+001	1.356059965743043E+001	-2.5133209E-006	9.4880528E-007	-3.4621260E-006	-3.3200172E-001	2.3112281E+004	8.7251318E+003	3.1837412E+004
2	1	0	1	0	1.846261654103546E+003	-2.3570003E-001	-2.3600982E-001	1.055577965049380E-002	1.000000000000000E+000	1.3184131E-004	13	8.7516285E-002	1.1142320E+001	1.381059965111490E+001	-2.4912677E-006	9.2380265E-007	-3.4150703E-006	-3.2352611E-001	2.2358350E+004	8.2908408E+003	3.0649191E+004
2	1	0	1	0	1.846511654097230E+003	-2.3070002E-001	-2.3100704E-001	1.065499575168760E-002	1.000000000000000E+000	1.3470688E-004	13	8.3997868E-002	1.1142320E+001	1.406059964479937E+001	-2.4613789E-006	8.9499690E-007	-3.3563761E-006	-3.1500491E-001	2.1680631E+004	7.8834258E+003	2.9564057E+004
2	1	0	1	0	1.846761654090915E+003	-2.2570002E-001	-2.2600426E-001	1.079229962854453E-002	1.000000000000000E+000	1.3760268E-004	13	8.0442153E-002	1.1142320E+001	1.431059963848384E+001	-2.4391056E-006	8.6815584E-007	-3.3072615E-006	-3.0644640E-001	2.0941252E+004	7.4536621E+003	2.8394914E+004
2	1	0	1	0	1.847011654084599E+003	-2.2070001E-001	-2.2101349E-001	1.090622638577132E-002	1.000000000000000E+000	1.4052980E-004	13	7.6842159E-002	1.1142320E+001	1.456059963216830E+001	-2.4104231E-006	8.3805799E-007	-3.2484811E-006	-2.9785565E-001	2.0264891E+004	7.0457148E+003	2.7310605E+004
2	1	0	1	0	1.847261654078284E+003	-2.1570002E-001	-2.1600176E-001	1.106186533805309E-002	1.000000000000000E+000	1.4349000E-004	13	7.3215507E-002	1.1142320E+001	1.481059962585277E+001	-2.3893824E-006	8.0990009E-007	-3.1992824E-006	-2.8921726E-001	1.9526703E+004	6.6187305E+003	2.6145434E+004
2	1	0	1	0	1.847511654071968E+003	-2.1070001E-001	-2.1098965E-001	1.120003001058803E-002	1.000000000000000E+000	1.4648473E-004	13	6.9564782E-002	1.1142320E+001	1.506059961953724E+001	-2.3630905E-006	7.7912767E-007	-3.1422180E-006	-2.8055444E-001	1.8838311E+004	6.2111245E+003	2.5049436E+004
2	1	0	1	0	1.847761654065653E+003	-2.0569998E-001	-2.0602210E-001	1.137013888290653E-002	1.000000000000000E+000	1.4951851E-004	13	6.5863863E-002	1.1142320E+001	1.531059961322171E+001	-2.3424998E-006	7.4888129E-007	-3.0913811E-006	-2.7188596E-001	1.8119576E+004	5.7927051E+003	2.3912281E+004
2	1	0	1	0	1.848011654059337E+003	-2.0069999E-001	-2.0101248E-001	1.152090300496225E-002	1.000000000000000E+000	1.5259317E-004	13	6.2129419E-002	1.1142320E+001	1.556059960690618E+001	-2.3158452E-006	7.1578700E-007	-3.0316323E-006	-2.6314190E-001	1.7447633E+004	5.3927559E+003	2.2840389E+004
2	1	0	1	0	1.848261654053022E+003	-1.9569997E-001	-1.9601262E-001	1.169122558928159E-002	1.000000000000000E+000	1.5570683E-004	13	5.8330849E-002	1.1142320E+001	1.581059960059065E+001	-2.2916277E-006	6.8195914E-007	-2.9735868E-006	-2.5434345E-001	1.6765789E+004	4.9892842E+003	2.1755072E+004
2	1	0	1	0	1.848511654046706E+003	-1.9069998E-001	-1.9099912E-001	1.185380803780692E-002	1.000000000000000E+000	1.5886500E-004	13	5.4492231E-002	1.1142320E+001	1.606059959427512E+001	-2.2640670E-006	6.4594047E-007	-2.9100074E-006	-2.4549136E-001	1.6112892E+004	4.5970234E+003	2.0709914E+004
2	1	0	1	0	1.848761654040391E+003	-1.8569998E-001	-1.8600896E-001	1.205865295384505E-002	1.000000000000000E+000	1.6207113E-004	13	5.0635710E-002	1.1142320E+001	1.631059958795959E+001	-2.2430174E-006	6.1059848E-007	-2.8536160E-006	-2.3664467E-001	1.5425352E+004	4.1991182E+003	1.9624471E+004
2	1	0	1	0	1.849011654034075E+003	-1.8069996E-001	-1.8100402E-001	1.226615324417657E-002	1.000000000000000E+000	1.6532699E-004	13	4.6725612E-002	1.1142320E+001	1.656059958164405E+001	-2.2202230E-006	5.7314350E-007	-2.7933665E-006	-2.2772963E-001	1.4756380E+004	3.8093125E+003	1.8565693E+004
2	1	0	1	0	1.849261654027759E+003	-1.7569998E-001	-1.7599365E-001	1.247780149953831E-002	1.000000000000000E+000	1.6863522E-004	13	4.2733807E-002	1.1142320E+001	1.681059957532852E+001	-2.1960138E-006	5.3322395E-007	-2.7292378E-006	-2.1872745E-001	1.4104540E+004	3.4247866E+003	1.7529326E+004
2	1	0	1	0	1.849511654021444E+003	-1.7069997E-001	-1.7097096E-001	1.270984614356646E-002	1.000000000000000E+000	1.7199568E-004	13	3.8671993E-002	1.1142320E+001	1.706059956901299E+001	-2.1730145E-006	4.9151510E-007	-2.6645298E-006	-2.0964295E-001	1.3451852E+004	3.0426799E+003	1.6494531E+004
2	1	0	1	0	1.849761654015128E+003	-1.6569997E-001	-1.6600284E-001	1.295432517206821E-002	1.000000000000000E+000	1.7541451E-004	13	3.4556143E-002	1.1142320E+001	1.731059956269746E+001	-2.1504547E-006	4.4765150E-007	-2.5981062E-006	-2.0055899E-001	1.2814473E+004	2.6675371E+003	1.5482010E+004
2	1	0	1	0	1.850011654008813E+003	-1.6069996E-001	-1.6100182E-001	1.320895418876367E-002	1.000000000000000E+000	1.7889962E-004	13	3.0384015E-002	1.1142320E+001	1.756059955638193E+001	-2.1266655E-006	4.0134105E-007	-2.5280067E-006	-1.9138584E-001	1.2188839E+004	2.3002590E+003	1.4489098E+004
